epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4196,0.0307,0.1462,0.1422,0.1163
1,0.4481,0.0279,0.4543,0.4864,0.0347
2,0.4850,0.0258,0.3944,0.4954,0.0338
3,0.5166,0.0232,0.4820,0.5395,0.0305
4,0.5493,0.0210,0.5148,0.5617,0.0292
