run_name,exp,run,arc_features,arc_num_conv,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
enc_f8_32_64,SeqEncoder_tRNA,enc_f8_32_64,"[8, 32, 64]",2,285521,0.01651499898213407,0.0462688443561395,0.2504064722193612,0.9486833825085347,0.9827823974125355,0.565176110155659,0.9804048271484546,0.9416650481644294,0.5501295629782315,0.0,0.0,0.0
enc_f8_32_32,SeqEncoder_tRNA,enc_f8_32_32,"[8, 32, 32]",2,141937,0.01563762253879205,0.04621805064380169,0.2480158805847168,0.9479727893443156,0.9836748100495771,0.565157414610209,0.9814024413403056,0.9408671410876376,0.5498224700163004,0.0,0.0,0.0
enc_f8_16_64,SeqEncoder_tRNA,enc_f8_16_64,"[8, 16, 64]",2,279665,0.038337103941518326,0.06447613301376502,0.2406753334734175,0.9220190994431986,0.9564394968334708,0.5567343459471422,0.9501715190333767,0.9120321396834045,0.5370025966463078,0.0,0.0,0.0
enc_f8_16_32,SeqEncoder_tRNA,enc_f8_16_32,"[8, 16, 32]",2,137617,0.01654187243958483,0.04646847024559975,0.2521218872732586,0.9473915572281711,0.981839860684041,0.548395595681839,0.9792783120121643,0.9403147212182467,0.5413439099630241,0.0,0.0,0.0
enc_f8_16_16,SeqEncoder_tRNA,enc_f8_16_16,"[8, 16, 16]",2,68897,0.03079361986854802,0.05568427654604117,0.2664933039082421,0.9388196083205362,0.964008444403852,0.544953571048113,0.9591526907914742,0.9300742731461146,0.5249747193292057,0.0,0.0,0.0
enc_f8_8_64,SeqEncoder_tRNA,enc_f8_8_64,"[8, 8, 64]",2,277313,0.0199704561787455,0.04951592596868674,0.27656401528252494,0.9457592539820127,0.9782280275755617,0.5559466994743202,0.97540794132155,0.9383176056372279,0.545257578816557,0.0,0.0,0.0
enc_f8_8_32,SeqEncoder_tRNA,enc_f8_8_32,"[8, 8, 32]",2,136033,0.01399708028228143,0.045947530306875706,0.2657888134320577,0.9511649016403334,0.9857384166179163,0.5456254520650735,0.9837731514439901,0.9445042988580362,0.5307634491948692,0.0,0.0,0.0
enc_f8_8_16,SeqEncoder_tRNA,enc_f8_8_16,"[8, 8, 16]",2,67697,0.022811181033435074,0.05188924508790175,0.2991228600343068,0.9436873098541918,0.9748213898909649,0.525420356653425,0.9713434175856688,0.9358000623075847,0.5306348675645892,0.0,0.0,0.0
enc_f8_8_8,SeqEncoder_tRNA,enc_f8_8_8,"[8, 8, 8]",2,34105,0.017787917112202747,0.0484188428769509,0.25563915570576984,0.9462484866942055,0.9809764823000221,0.5569298069012141,0.978311329490284,0.9387154059001398,0.5418970328716919,0.0,0.0,0.0
enc_f4_64_64,SeqEncoder_tRNA,enc_f4_64_64,"[4, 64, 64]",2,300857,0.01218923541676739,0.04233835078775883,0.25337568091021645,0.9540061488319443,0.9870461457076839,0.47181827697995854,0.985263650206977,0.9476348330037,0.5165969524598049,0.0,0.0,0.0
enc_f4_32_64,SeqEncoder_tRNA,enc_f4_32_64,"[4, 32, 64]",2,284921,0.014108026481193045,0.043885412625968456,0.27725664774576825,0.9526170222920473,0.9855753287592601,0.5624150515550238,0.9833966748651938,0.9460820759518095,0.5437122289436386,0.0,0.0,0.0
enc_f4_32_32,SeqEncoder_tRNA,enc_f4_32_32,"[4, 32, 32]",2,141337,0.017932973640120548,0.0463892271121343,0.24144555793868172,0.9492579480303144,0.9800948002793177,0.581995055141157,0.9773658899516293,0.9424302997659346,0.5547980579575892,0.0,0.0,0.0
enc_f4_16_64,SeqEncoder_tRNA,enc_f4_16_64,"[4, 16, 64]",2,279257,0.019261969091451687,0.051005314414699875,0.24456477165222168,0.9430971817708107,0.9796754843625552,0.564617581402155,0.9768405302646065,0.9351542840784401,0.5495843576111434,0.0,0.0,0.0
enc_f4_16_32,SeqEncoder_tRNA,enc_f4_16_32,"[4, 16, 32]",2,137209,0.02036717923803498,0.05068090185523033,0.2515864786174562,0.9435598490523689,0.9779028632888738,0.5852242182485872,0.9747958858263518,0.9359271446775238,0.5502940603597011,0.0,0.0,0.0
enc_f4_16_16,SeqEncoder_tRNA,enc_f4_16_16,"[4, 16, 16]",2,68489,0.021949171615035637,0.053993457928299904,0.2589506076441871,0.9387766277483455,0.9756677504305569,0.518490459433571,0.9722725590128265,0.9304533874657666,0.5304636002641532,0.0,0.0,0.0
enc_f4_8_64,SeqEncoder_tRNA,enc_f4_8_64,"[4, 8, 64]",2,277001,0.018064289475264755,0.04882940215369066,0.25842130184173584,0.9460689503516587,0.9803284249457345,0.5665631284146935,0.9775823541558377,0.9385380045272546,0.537099255767838,0.0,0.0,0.0
enc_f4_8_32,SeqEncoder_tRNA,enc_f4_8_32,"[4, 8, 32]",2,135721,0.022246194476990597,0.05222135906418165,0.24152953260474735,0.9416214677985328,0.9760912175180082,0.5543673180871838,0.9726902327514613,0.9336388639555319,0.5549959350446321,0.0,0.0,0.0
enc_f4_8_16,SeqEncoder_tRNA,enc_f4_8_16,"[4, 8, 16]",2,67385,0.01736330070897289,0.04409445822238922,0.25061189631621045,0.951095429213907,0.981450884676406,0.5212699564056269,0.978908229591399,0.9443994362934921,0.5344984140276697,0.0,0.0,0.0
enc_f4_8_8,SeqEncoder_tRNA,enc_f4_8_8,"[4, 8, 8]",2,33793,0.016667718260103593,0.04700072171787421,0.28299566441112095,0.9495133566328353,0.9824776822026934,0.5242568209270845,0.9800789228361113,0.9425867892461302,0.5298575215859185,0.0,0.0,0.0
enc_f4_4_64,SeqEncoder_tRNA,enc_f4_4_64,"[4, 4, 64]",2,276017,0.025944889077673786,0.05787423004706701,0.26035735342237687,0.936332170781533,0.9706160403946491,0.5470529698979343,0.9665420909815235,0.9275545791805203,0.5383458429430829,0.0,0.0,0.0
enc_f4_4_32,SeqEncoder_tRNA,enc_f4_4_32,"[4, 4, 32]",2,135121,0.02849357510390489,0.056261555602153145,0.2771419750319587,0.9368450897071617,0.9684250835811961,0.5653690715689144,0.9640302182643323,0.9281891705480557,0.5506392022166536,0.0,0.0,0.0
enc_f4_4_16,SeqEncoder_tRNA,enc_f4_4_16,"[4, 4, 16]",2,66977,0.016799531411379576,0.05080790693561236,0.2758733994430966,0.9437606944987168,0.9824311202287701,0.4415628055906034,0.9799737928359104,0.936321361206501,0.49471567739667005,0.0,0.0,0.0
enc_f4_4_8,SeqEncoder_tRNA,enc_f4_4_8,"[4, 4, 8]",2,33481,0.027242577756228653,0.058489338184396424,0.24802456299463907,0.9347336371197721,0.969766845176389,0.5820982389582675,0.9655294040724857,0.9257312875486879,0.5452762141314782,0.0,0.0,0.0
enc_f4_4_4,SeqEncoder_tRNA,enc_f4_4_4,"[4, 4, 4]",2,16877,0.02823161236617876,0.06077554697791735,0.29326135251257157,0.9319655599227893,0.9695741004241852,0.5090048741402317,0.9652365243407225,0.922707880995958,0.5206845776527307,0.0,0.0,0.0
enc_f64_64,SeqEncoder_tRNA,enc_f64_64,"[64, 64]",2,562881,0.13798682424037353,0.15770876904328665,0.33164764444033307,0.850625695968893,0.8716184119585834,0.5742037684438771,0.8526908840729928,0.8297116623741879,0.5516095123771555,0.0,0.0,0.0
enc_f32_64,SeqEncoder_tRNA,enc_f32_64,"[32, 64]",2,546945,0.16443760109984357,0.18923755983511606,0.3732681804233127,0.8271208167705666,0.8508114108356143,0.6040635391724114,0.8256036625761205,0.7980350526804401,0.5586409108369252,0.0,0.0,0.0
enc_f32_32,SeqEncoder_tRNA,enc_f32_32,"[32, 32]",2,272289,0.013480387911524462,0.04640014097094536,0.2881234453784095,0.9525909409667502,0.9862660915854911,0.5429314443022161,0.9843646372754385,0.9461500946032553,0.535833240256768,0.0,0.0,0.0
enc_f16_64,SeqEncoder_tRNA,enc_f16_64,"[16, 64]",2,541281,0.009875459211837986,0.04093857451031605,0.2969535125626458,0.9573001134173977,0.9901564258807056,0.5401738676536846,0.9888107406012602,0.9514477596266468,0.5362517112537489,0.0,0.0,0.0
enc_f16_32,SeqEncoder_tRNA,enc_f16_32,"[16, 32]",2,268161,0.012844461441525946,0.04180275276303291,0.2871408462524414,0.9561862314368993,0.9861740813472638,0.529061775520194,0.9843008388651893,0.9501784966762963,0.5349856609884704,0.0,0.0,0.0
enc_f16_16,SeqEncoder_tRNA,enc_f16_16,"[16, 16]",2,133905,0.014072641953016106,0.04502702628572782,0.2655997806125217,0.9515694350350584,0.9853308082802819,0.5573184272558316,0.9833120013443981,0.9451009987558489,0.5426498735057803,0.0,0.0,0.0
enc_f8_64,SeqEncoder_tRNA,enc_f8_64,"[8, 64]",2,539025,0.014741326196362143,0.047491975128650665,0.25362053513526917,0.9494333638153741,0.9842173676116779,0.5008412884704294,0.9820642237253872,0.9424766924663905,0.5265906235248694,0.0,0.0,0.0
enc_f8_32,SeqEncoder_tRNA,enc_f8_32,"[8, 32]",2,266673,0.012000028246446796,0.0446211276575923,0.3108018371793959,0.9538211532920294,0.9878367102168808,0.5503731234685802,0.9861693247460567,0.947597788797632,0.5378293862330745,0.0,0.0,0.0
enc_f8_16,SeqEncoder_tRNA,enc_f8_16,"[8, 16]",2,132801,0.018009127603600853,0.045192861929535866,0.2685017122162713,0.9506974847814753,0.9806947080221015,0.4912394614316244,0.9781880569332518,0.9440770739456764,0.5208831053138422,0.0,0.0,0.0
enc_f8_8,SeqEncoder_tRNA,enc_f8_8,"[8, 8]",2,66441,0.013722330756971369,0.046444630871216454,0.2954294780890147,0.9517179447972753,0.9860355861664113,0.5591172258055642,0.9841157639838329,0.9451112746929834,0.5383001869119473,0.0,0.0,0.0
enc_f4_64,SeqEncoder_tRNA,enc_f4_64,"[4, 64]",2,538041,0.12182042002677917,0.14345032225052515,0.3446449802981483,0.8609923989217959,0.8841032611029347,0.5417939876828768,0.8675079612986971,0.8421426128459797,0.5297223467438523,0.0,0.0,0.0
enc_f4_32,SeqEncoder_tRNA,enc_f4_32,"[4, 32]",2,266073,0.014973407206328018,0.04773850739002228,0.316317660941018,0.9502448757520865,0.9848184209701712,0.5239201762303538,0.9827329788030404,0.9434653276521466,0.5115550086521397,0.0,0.0,0.0
enc_f4_16,SeqEncoder_tRNA,enc_f4_16,"[4, 16]",2,132393,0.01841689119844333,0.05157156723241011,0.29736266864670646,0.9468893256474012,0.9808186643075433,0.5625911646500186,0.9781882544402386,0.9395487193860786,0.5435324309138382,0.0,0.0,0.0
enc_f4_8,SeqEncoder_tRNA,enc_f4_8,"[4, 8]",2,66129,0.01821615759526258,0.050858018919825554,0.2904006308979458,0.9468695667689403,0.9814832024825005,0.554794331672976,0.9789360831169849,0.9395200527675541,0.5454473645724343,0.0,0.0,0.0
enc_f4_4,SeqEncoder_tRNA,enc_f4_4,"[4, 4]",2,33141,0.019211454742142687,0.050236037001013756,0.2969028949737549,0.9470232245561605,0.9798813883146373,0.5149616975665424,0.9770831982799553,0.9397422581784786,0.5187868212887818,0.0,0.0,0.0
