run_name,exp,run,arc_features,arc_num_conv,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
enc_f64_64_64,SeqEncoder_tRNA,enc_f64_64_64,"[64, 64, 64]",2,325697,0.01540302922544272,0.045908538003762565,0.25300167666541207,0.9488484625227634,0.983233440975083,0.5350802777727763,0.980895445070992,0.9418282000757231,0.5318016542773908,0.0,0.0,0.0
enc_f32_64_64,SeqEncoder_tRNA,enc_f32_64_64,"[32, 64, 64]",2,309761,0.014194341983808123,0.04228784764806429,0.26671527491675484,0.9537714783013197,0.9852419001179449,0.4960091029535737,0.9831595213396405,0.9473317779705491,0.519834263452634,0.0,0.0,0.0
enc_f32_32_64,SeqEncoder_tRNA,enc_f32_32_64,"[32, 32, 64]",2,291137,0.02345039788633585,0.055642019957304,0.2951950430870056,0.940790805757988,0.9733570167052763,0.5653831219927009,0.9692507216991788,0.9325149521525157,0.5487847594198079,0.0,0.0,0.0
enc_f32_32_32,SeqEncoder_tRNA,enc_f32_32_32,"[32, 32, 32]",2,147553,0.015045539233023706,0.04189033495883147,0.25464830961492324,0.9535485501768056,0.9832994507836206,0.5427495448413435,0.9810137183071903,0.9472726278384648,0.5327662044343545,0.0,0.0,0.0
enc_f16_64_64,SeqEncoder_tRNA,enc_f16_64_64,"[16, 64, 64]",2,304097,0.01880895880901295,0.04197328258305788,0.2454139987627665,0.9535490831850653,0.9784168445796741,0.5723809568795484,0.9756165354236598,0.9472412010453056,0.5544784875023768,0.0,0.0,0.0
enc_f16_32_64,SeqEncoder_tRNA,enc_f16_32_64,"[16, 32, 64]",2,287009,0.014999634302828623,0.04510961255679528,0.2528284456994798,0.9505774645778763,0.9836540944552052,0.5030901881084461,0.9814180661233124,0.9440096721724932,0.5216392194560614,0.0,0.0,0.0
enc_f16_32_32,SeqEncoder_tRNA,enc_f16_32_32,"[16, 32, 32]",2,143425,0.016975312538109036,0.043699766819675766,0.23353442384137046,0.9504832388558627,0.9819376644074547,0.5672801527329079,0.9794050181233417,0.9436244176671225,0.5581418656678794,0.0,0.0,0.0
enc_f16_16_64,SeqEncoder_tRNA,enc_f16_16_64,"[16, 16, 64]",2,280769,0.013269965901322987,0.041417692167063556,0.2566838032669491,0.9538181534442778,0.9858463122593947,0.5189607973450597,0.9838883241703936,0.9474787422746278,0.5329821827610881,0.0,0.0,0.0
enc_f16_16_32,SeqEncoder_tRNA,enc_f16_16_32,"[16, 16, 32]",2,138721,0.01842514623928329,0.04537797595063845,0.2579045428170098,0.9495912945492461,0.9796952276601624,0.5423837878042259,0.9768428716376326,0.9426099157943234,0.5290545625609685,0.0,0.0,0.0
enc_f16_16_16,SeqEncoder_tRNA,enc_f16_16_16,"[16, 16, 16]",2,70001,0.015734576701146107,0.043050159389774,0.24929046796427834,0.9520531971878299,0.9832010973468612,0.5658154244991255,0.9808216365615978,0.9454044327478431,0.5524741502967977,0.0,0.0,0.0
enc_f8_64_64,SeqEncoder_tRNA,enc_f8_64_64,"[8, 64, 64]",2,301841,0.01936508848777284,0.04671772507329782,0.2495193514559004,0.9467837601172143,0.9784924075943223,0.5441707234019815,0.9754651613642306,0.9395564208724002,0.5365469811626771,0.0,0.0,0.0
