epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4838,0.0262,0.4293,0.5177,0.0318
1,0.5120,0.0239,0.5406,0.5619,0.0301
2,0.5569,0.0201,0.5440,0.5675,0.0307
3,0.5897,0.0187,0.5633,0.5954,0.0293
4,0.6287,0.0153,0.5235,0.5957,0.0270
5,0.6827,0.0123,0.5422,0.5852,0.0306
6,0.7114,0.0108,0.5297,0.5790,0.0311
7,0.7691,0.0072,0.5921,0.6054,0.0381
