epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.6135,0.0184,0.6300,0.7041,0.0189
1,0.6717,0.0147,0.6364,0.6402,0.0321
2,0.7240,0.0116,0.7502,0.7733,0.0187
