epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.8490,0.0048,0.7680,0.8119,0.0177
1,0.8911,0.0031,0.8012,0.8127,0.0246
2,0.8967,0.0028,0.7927,0.8224,0.0210
3,0.9139,0.0023,0.8071,0.8140,0.0308
4,0.9175,0.0022,0.7848,0.8073,0.0287
5,0.9186,0.0022,0.7954,0.8155,0.0295
6,0.9332,0.0018,0.8186,0.8389,0.0241
7,0.9464,0.0014,0.8225,0.8294,0.0315
8,0.9367,0.0018,0.8118,0.8244,0.0302
9,0.9548,0.0012,0.8349,0.8447,0.0292
