run_name,exp,run,arc_features,arc_num_conv,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
enc_f4_4_32,SeqEncoder_cd-hit0_full,enc_f4_4_32,"[4, 4, 32]",2,2101585,0.027437922505972285,0.1370756264243807,0.09827632137707301,0.6704604486227733,0.9245842803034715,0.6758990964447472,0.920939850138088,0.6711851316100433,0.6791171876465842,0.0,0.0,0.0
enc_f4_4_16,SeqEncoder_cd-hit0_full,enc_f4_4_16,"[4, 4, 16]",2,1050401,0.03426474142664423,0.12407708168029785,0.08420619794300624,0.6929478251622551,0.9000570531744932,0.7057360180783689,0.8937470869928833,0.6842983911449937,0.6908924282537848,0.0,0.0,0.0
enc_f4_4_8,SeqEncoder_cd-hit0_full,enc_f4_4_8,"[4, 4, 8]",2,525385,0.04797120353517433,0.1010698133281299,0.08701069227286748,0.7034118855667677,0.8481099335332288,0.6776801337315105,0.8378460466830443,0.6967955254297197,0.6805334363071032,0.0,0.0,0.0
enc_f4_4_4,SeqEncoder_cd-hit0_full,enc_f4_4_4,"[4, 4, 4]",2,263021,0.03586757722465942,0.12518495427710669,0.08942172995635442,0.6865490184654631,0.8958694564269929,0.6862676717648144,0.8896178415629611,0.6762853380562185,0.6842519941741111,0.0,0.0,0.0
enc_f64_64,SeqEncoder_cd-hit0_full,enc_f64_64,"[64, 64]",2,8427585,0.14768104488030076,0.188261655824525,0.15665383424077714,0.47114273971306847,0.5493480041307804,0.5288542227083443,0.6057017461048116,0.5691670118668303,0.6027166879193561,0.0,0.0,0.0
enc_f32_64,SeqEncoder_cd-hit0_full,enc_f32_64,"[32, 64]",2,8411649,0.1370164416730404,0.17966183168547495,0.15034914868218557,0.514934750093242,0.597936517532728,0.555268409263128,0.634508357146869,0.591510619086594,0.6182652697053325,0.0,0.0,0.0
enc_f32_32,SeqEncoder_cd-hit0_full,enc_f32_32,"[32, 32]",2,4204833,0.01887615490704775,0.13368762923138483,0.0940169021487236,0.6837958973069682,0.9502078530549002,0.6853304958174256,0.947685589510031,0.6839784613086819,0.688644897667217,0.0,0.0,0.0
enc_f16_64,SeqEncoder_cd-hit0_full,enc_f16_64,"[16, 64]",2,8405985,0.1741869611044725,0.21227259933948517,0.17764711380004883,0.3500629930951736,0.4239630590982217,0.4154362267434623,0.5395989028479198,0.5212002962550667,0.5537858409080262,0.0,0.0,0.0
enc_f16_32,SeqEncoder_cd-hit0_full,enc_f16_32,"[16, 32]",2,4200705,0.018897391487068187,0.12140039993183953,0.09992897510528564,0.7125671410998021,0.950946271334555,0.6999523235992829,0.9483936219690534,0.7122928618999752,0.7042309182324737,0.0,0.0,0.0
enc_f16_16,SeqEncoder_cd-hit0_full,enc_f16_16,"[16, 16]",2,2100369,0.02192183886654675,0.14006892485277994,0.09641429249729429,0.6657576501021961,0.9408517105598379,0.6672010083305265,0.9384479522895671,0.6673718421204964,0.6781128763386005,0.0,0.0,0.0
enc_f8_64,SeqEncoder_cd-hit0_full,enc_f8_64,"[8, 64]",2,8403729,0.1529564045680066,0.19211776767458236,0.16116597184113093,0.46052835420441574,0.5337785097770884,0.524440210149245,0.5914083439123772,0.5619388636655354,0.5912086019915319,0.0,0.0,0.0
enc_f8_32,SeqEncoder_cd-hit0_full,enc_f8_32,"[8, 32]",2,4199217,0.024966277570153277,0.1279746496251651,0.09187836519309453,0.6908693731910891,0.9333986649044809,0.6903214907728537,0.9305848088998867,0.6960355692988162,0.6938622475039834,0.0,0.0,0.0
enc_f8_16,SeqEncoder_cd-hit0_full,enc_f8_16,"[8, 16]",2,2099265,0.016383513653029997,0.13184473663568497,0.09445037479911532,0.686313736477807,0.9565246795294294,0.6738364486665869,0.9539187411389566,0.6840915658417165,0.669477714066056,0.0,0.0,0.0
enc_f8_8,SeqEncoder_cd-hit0_full,enc_f8_8,"[8, 8]",2,1049865,0.027645016360717516,0.13647132792643138,0.0981574324624879,0.6598278023046402,0.9251885033433375,0.6620396201546933,0.923387155292185,0.6755985555087705,0.6785893868667869,0.0,0.0,0.0
enc_f4_64,SeqEncoder_cd-hit0_full,enc_f4_64,"[4, 64]",2,8402745,0.12262219159553449,0.16968313923903874,0.14162646446909224,0.5559745545182043,0.6493582304938437,0.5995393989696697,0.6724014478197459,0.6113848040797593,0.6412396050811149,0.0,0.0,0.0
enc_f4_32,SeqEncoder_cd-hit0_full,enc_f4_32,"[4, 32]",2,4198617,0.15189284676065049,0.19171843784196035,0.16051864624023438,0.4443958319611584,0.5257028847466211,0.5012524997351876,0.5959801475649028,0.5640108635990687,0.5935503853963141,0.0,0.0,0.0
enc_f4_16,SeqEncoder_cd-hit0_full,enc_f4_16,"[4, 16]",2,2098857,0.03288887957266221,0.1283316324864115,0.09133616728442055,0.6834756144476772,0.9086238071778775,0.6778416062249546,0.9034286324622672,0.6818635984500044,0.6743572681441504,0.0,0.0,0.0
enc_f4_8,SeqEncoder_cd-hit0_full,enc_f4_8,"[4, 8]",2,1049553,0.028071148592668276,0.13495991698333196,0.10025395559413093,0.662957605884553,0.9238015178739083,0.671439940964374,0.9209651057880275,0.6737556543486879,0.6750558994636229,0.0,0.0,0.0
enc_f4_4,SeqEncoder_cd-hit0_full,enc_f4_4,"[4, 4]",2,525045,0.0202957927249372,0.1291978806257248,0.09290077537298203,0.687526387019161,0.9447432889389096,0.6854965457792618,0.9415070431315916,0.6876433518686615,0.6846710753561009,0.0,0.0,0.0
