train_loss,train_f1,val_loss,val_f1
0.1999748246270721,0.002678224744932423,0.07428399385198166,0.0001678209637497138
0.06883059770373975,0.05542401892529829,0.05863986981281063,0.013428454786368336
0.05743604986849478,0.13011742737506712,0.05116333720976846,0.117428559013107
0.054135742802488604,0.187389974826388,0.04726084975296991,0.18099368008315994
0.049938400733773994,0.2192650724487828,0.04536895221916207,0.19505662766948065
0.0465155235981032,0.23817986172651218,0.04418641090262355,0.2052356873284371
0.046799519051939756,0.2517390983764114,0.04341798285512548,0.21127880634678317
0.04582521431463755,0.258207519141983,0.042575491330864135,0.21945052500627701
0.04361391069083396,0.2693714427512723,0.04198174358329229,0.2245372251714053
0.04295003876658315,0.2751621853783925,0.04195662068301126,0.22306430171269978
0.04197347179939181,0.28298767412066655,0.04149715742913254,0.2284195859409782
0.042560887412499575,0.2877546497745415,0.041464125933615786,0.22592145754879822
0.04234658688369949,0.28787161617318274,0.04134073307770386,0.23196825704588045
0.0412807266969802,0.29771883310352587,0.04170330568102368,0.2223824669694191
0.04127249066418005,0.29738538721852226,0.04178929129582748,0.22709565535463105
