epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2668,0.0657,0.3356,0.3733,0.0494
1,0.3903,0.0368,0.3814,0.4249,0.0427
2,0.4356,0.0326,0.4324,0.4444,0.0444
3,0.4726,0.0313,0.4702,0.5169,0.0347
4,0.5068,0.0272,0.4929,0.5518,0.0324
