epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8489,0.0000,0.8225,622.3699,0.1180,0.8780,0.0000,0.8645,612.8615,0.0949
1,0.8863,0.0000,0.8752,610.4802,0.0884,0.8934,0.0000,0.8840,608.3958,0.0826
2,0.8991,0.0000,0.8911,606.5003,0.0793,0.9030,0.0000,0.8957,606.0897,0.0764
3,0.9076,0.0000,0.9012,603.8265,0.0733,0.9083,0.0000,0.9015,604.9407,0.0722
4,0.9143,0.0046,0.9089,601.8765,0.0691,0.9128,0.0000,0.9066,603.7642,0.0699
5,0.9195,0.0033,0.9151,600.3731,0.0656,0.9173,0.0061,0.9132,601.7981,0.0674
6,0.9238,0.0059,0.9199,599.0795,0.0629,0.9201,0.0000,0.9160,600.3143,0.0655
7,0.9279,0.0046,0.9245,597.8326,0.0600,0.9232,0.0061,0.9200,598.9363,0.0636
8,0.9314,0.0098,0.9284,596.8538,0.0578,0.9260,0.0152,0.9226,599.3272,0.0617
9,0.9347,0.0118,0.9321,595.8798,0.0557,0.9272,0.0122,0.9237,599.2202,0.0608
10,0.9375,0.0118,0.9351,594.9862,0.0536,0.9278,0.0122,0.9249,599.0169,0.0606
11,0.9402,0.0151,0.9381,594.1929,0.0520,0.9302,0.0305,0.9275,597.2585,0.0587
12,0.9429,0.0177,0.9410,593.5090,0.0504,0.9296,0.0183,0.9265,598.7494,0.0598
13,0.9448,0.0170,0.9430,592.8433,0.0490,0.9316,0.0122,0.9291,597.3675,0.0578
14,0.9471,0.0236,0.9455,592.1714,0.0474,0.9324,0.0152,0.9300,596.3437,0.0582
15,0.9489,0.0223,0.9475,591.6519,0.0463,0.9340,0.0213,0.9315,595.6422,0.0564
16,0.9515,0.0236,0.9502,591.0474,0.0450,0.9350,0.0122,0.9328,596.0140,0.0558
17,0.9531,0.0268,0.9519,590.5456,0.0438,0.9347,0.0213,0.9327,595.8309,0.0563
18,0.9547,0.0347,0.9535,590.1336,0.0429,0.9352,0.0152,0.9330,595.4110,0.0559
19,0.9561,0.0268,0.9550,589.6606,0.0419,0.9357,0.0213,0.9336,596.1869,0.0556
20,0.9577,0.0360,0.9567,589.2275,0.0409,0.9369,0.0183,0.9350,594.6839,0.0549
21,0.9589,0.0373,0.9581,588.8848,0.0401,0.9370,0.0335,0.9349,594.8151,0.0552
22,0.9601,0.0314,0.9593,588.6320,0.0396,0.9378,0.0366,0.9362,594.3015,0.0544
23,0.9614,0.0419,0.9606,588.1763,0.0386,0.9381,0.0274,0.9364,594.1380,0.0545
24,0.9629,0.0419,0.9622,587.8345,0.0378,0.9387,0.0427,0.9369,594.2331,0.0545
25,0.9639,0.0458,0.9633,587.5224,0.0372,0.9381,0.0213,0.9362,594.6211,0.0544
26,0.9646,0.0471,0.9640,587.2950,0.0366,0.9390,0.0274,0.9374,593.8013,0.0541
27,0.9656,0.0484,0.9650,586.9602,0.0359,0.9397,0.0366,0.9381,593.4209,0.0535
28,0.9669,0.0517,0.9664,586.6559,0.0352,0.9394,0.0305,0.9376,594.2849,0.0537
29,0.9676,0.0497,0.9671,586.4250,0.0347,0.9400,0.0244,0.9383,593.5898,0.0539
30,0.9687,0.0530,0.9682,586.1691,0.0341,0.9406,0.0305,0.9390,593.2717,0.0532
31,0.9695,0.0576,0.9690,585.9646,0.0337,0.9398,0.0396,0.9383,593.2481,0.0534
32,0.9705,0.0524,0.9700,585.7049,0.0331,0.9402,0.0396,0.9386,592.5365,0.0533
33,0.9708,0.0582,0.9704,585.5274,0.0327,0.9407,0.0274,0.9391,593.6410,0.0534
34,0.9718,0.0615,0.9715,585.3232,0.0322,0.9401,0.0366,0.9385,593.8726,0.0540
35,0.9722,0.0648,0.9718,585.1459,0.0319,0.9413,0.0427,0.9398,593.5098,0.0528
36,0.9729,0.0635,0.9726,584.9746,0.0314,0.9404,0.0396,0.9389,593.2062,0.0532
37,0.9738,0.0648,0.9735,584.7268,0.0309,0.9408,0.0457,0.9393,592.8790,0.0533
38,0.9742,0.0720,0.9739,584.5908,0.0306,0.9410,0.0213,0.9395,593.6732,0.0530
39,0.9747,0.0628,0.9744,584.5137,0.0304,0.9418,0.0579,0.9404,592.8466,0.0529
40,0.9753,0.0720,0.9750,584.3104,0.0300,0.9413,0.0488,0.9398,593.2022,0.0530
41,0.9755,0.0674,0.9753,584.1722,0.0297,0.9420,0.0701,0.9407,592.3495,0.0526
42,0.9765,0.0740,0.9762,583.9708,0.0292,0.9413,0.0671,0.9399,592.4850,0.0524
43,0.9766,0.0674,0.9764,583.9477,0.0292,0.9421,0.0457,0.9407,592.4978,0.0523
44,0.9775,0.0766,0.9773,583.6575,0.0285,0.9419,0.0671,0.9404,593.3195,0.0524
45,0.9776,0.0759,0.9774,583.5587,0.0283,0.9413,0.0671,0.9400,592.1551,0.0529
46,0.9778,0.0779,0.9776,583.4709,0.0281,0.9431,0.0549,0.9418,592.8694,0.0520
47,0.9783,0.0851,0.9781,583.3867,0.0279,0.9423,0.0640,0.9410,592.1161,0.0523
48,0.9788,0.0884,0.9786,583.2100,0.0275,0.9423,0.0549,0.9409,591.9197,0.0523
49,0.9794,0.0903,0.9792,583.1028,0.0273,0.9425,0.0610,0.9413,591.7239,0.0524
50,0.9795,0.0857,0.9793,583.0457,0.0272,0.9427,0.0640,0.9413,592.9726,0.0519
51,0.9797,0.0877,0.9795,582.9439,0.0269,0.9425,0.0488,0.9413,591.6499,0.0519
52,0.9801,0.0916,0.9799,582.8206,0.0267,0.9431,0.0854,0.9419,592.0746,0.0521
53,0.9806,0.0877,0.9804,582.7031,0.0264,0.9430,0.0823,0.9418,592.3682,0.0528
54,0.9810,0.0831,0.9808,582.5974,0.0262,0.9433,0.0640,0.9420,592.3938,0.0519
55,0.9812,0.1008,0.9811,582.5002,0.0259,0.9432,0.0579,0.9420,592.2922,0.0519
56,0.9814,0.0988,0.9812,582.4275,0.0258,0.9430,0.0488,0.9419,591.8535,0.0525
57,0.9817,0.0923,0.9816,582.3652,0.0256,0.9439,0.0762,0.9428,591.2764,0.0520
58,0.9821,0.1008,0.9819,582.1834,0.0252,0.9430,0.0823,0.9418,591.6704,0.0526
59,0.9822,0.1021,0.9821,582.1333,0.0252,0.9438,0.0701,0.9428,591.3552,0.0521
60,0.9826,0.1047,0.9825,582.1125,0.0251,0.9438,0.0671,0.9428,591.2047,0.0515
61,0.9830,0.1080,0.9829,581.9604,0.0247,0.9434,0.0823,0.9423,591.5412,0.0525
62,0.9830,0.1132,0.9829,581.9084,0.0247,0.9438,0.0884,0.9428,591.3249,0.0521
63,0.9832,0.1054,0.9831,581.8568,0.0245,0.9436,0.0610,0.9425,591.5916,0.0521
64,0.9835,0.1093,0.9833,581.7971,0.0244,0.9438,0.0823,0.9428,591.5852,0.0520
65,0.9837,0.1106,0.9836,581.6812,0.0242,0.9439,0.0823,0.9428,591.3865,0.0516
66,0.9840,0.1067,0.9838,581.5856,0.0239,0.9430,0.0671,0.9420,591.7703,0.0522
67,0.9840,0.1139,0.9839,581.6149,0.0240,0.9437,0.0549,0.9427,591.3050,0.0520
68,0.9844,0.1139,0.9843,581.4634,0.0237,0.9437,0.0701,0.9426,592.2434,0.0518
69,0.9848,0.1211,0.9847,581.3769,0.0234,0.9440,0.0549,0.9429,591.0592,0.0516
70,0.9848,0.1224,0.9847,581.3543,0.0234,0.9440,0.0762,0.9430,591.2605,0.0520
71,0.9850,0.1217,0.9849,581.2592,0.0232,0.9442,0.0823,0.9431,590.9954,0.0520
72,0.9850,0.1257,0.9849,581.2519,0.0232,0.9440,0.0518,0.9430,591.7051,0.0520
73,0.9850,0.1126,0.9850,581.2538,0.0232,0.9438,0.0610,0.9427,591.8128,0.0519
74,0.9852,0.1283,0.9851,581.1964,0.0230,0.9447,0.0762,0.9437,590.6938,0.0516
75,0.9857,0.1276,0.9856,580.9998,0.0227,0.9439,0.0640,0.9428,591.9854,0.0519
76,0.9859,0.1237,0.9859,581.0167,0.0226,0.9446,0.0701,0.9435,591.1049,0.0518
