run_name,arc_features,arc_encoder_blocks,arc_latent_volume,arc_num_params,arc_skip,arc_pool_mode,arc_up_mode,arc_addition,arc_skip,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
model_n4-0-n8-1-p-avg-up-transpose-add-cat-skip1,"[4, 8]",1,512.0,744,1,avg,transpose,cat,1,0.028100968214372794,0.023009627126157284,0.024899632204324007,0.9790501942927223,0.9591288266431203,0.9798245873202938,0.9591288266431203,0.9790501942927223,0.9798245873202938,0.0,0.0,0.0
model_n4-0-n8-1-p-avg-up-transpose-add-cat-skip0,"[4, 8]",1,512.0,696,0,avg,transpose,cat,0,0.09211310570438704,0.08985885418951511,0.09146396815776825,0.7529625476173695,0.7656395655450391,0.7454426730819329,0.7656395655450391,0.7529625476173694,0.7454426730819328,0.0,0.0,0.0
model_n4-0-n8-1-p-avg-up-transpose-add-sum-skip1,"[4, 8]",1,512.0,696,1,avg,transpose,sum,1,0.018012767657637596,0.015103483106940985,0.01566797005943954,0.9994331561738988,0.9993263036706416,0.9994993576583584,0.9993263036706416,0.9994331561738988,0.9994993576583584,0.0,0.0,0.0
model_n4-0-n8-1-p-avg-up-transpose-add-sum-skip0,"[4, 8]",1,512.0,696,0,avg,transpose,sum,0,0.09211310570438704,0.08985885418951511,0.09146396815776825,0.7529625476173695,0.7656395655450391,0.7454426730819329,0.7656395655450391,0.7529625476173694,0.7454426730819328,0.0,0.0,0.0
model_n4-0-n8-0-p-max-up-upsample-add-cat-skip1,[4],0,512.0,140,1,max,upsample,cat,1,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-max-up-upsample-add-cat-skip0,[4],0,512.0,140,0,max,upsample,cat,0,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-max-up-upsample-add-sum-skip1,[4],0,512.0,140,1,max,upsample,sum,1,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-max-up-upsample-add-sum-skip0,[4],0,512.0,140,0,max,upsample,sum,0,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-max-up-transpose-add-cat-skip1,[4],0,512.0,140,1,max,transpose,cat,1,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-max-up-transpose-add-cat-skip0,[4],0,512.0,140,0,max,transpose,cat,0,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-max-up-transpose-add-sum-skip1,[4],0,512.0,140,1,max,transpose,sum,1,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-max-up-transpose-add-sum-skip0,[4],0,512.0,140,0,max,transpose,sum,0,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-up-upsample-add-cat-skip1,[4],0,512.0,140,1,avg,upsample,cat,1,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-up-upsample-add-cat-skip0,[4],0,512.0,140,0,avg,upsample,cat,0,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-up-upsample-add-sum-skip1,[4],0,512.0,140,1,avg,upsample,sum,1,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-up-upsample-add-sum-skip0,[4],0,512.0,140,0,avg,upsample,sum,0,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-up-transpose-add-cat-skip1,[4],0,512.0,140,1,avg,transpose,cat,1,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-up-transpose-add-cat-skip0,[4],0,512.0,140,0,avg,transpose,cat,0,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-up-transpose-add-sum-skip1,[4],0,512.0,140,1,avg,transpose,sum,1,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-up-transpose-add-sum-skip0,[4],0,512.0,140,0,avg,transpose,sum,0,0.03243323794255654,0.03188489703461528,0.03280515130609274,0.9975495292470602,0.9976247264429835,0.9987930560585976,0.9976247264429835,0.9975495292470602,0.9987930560585976,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-uptranspose-addcat-skip0,"[4, 8, 16, 32, 64]",4,512.0,42080,0,avg,transpose,cat,0,0.12278657083710035,0.14407774433493614,,0.37517865516414767,0.536718859706981,,0.536718859706981,0.37517865516414767,,0.0,0.0,
model_n4-0-n8-0-p-avg-uptranspose-addsum-skip1,"[4, 8, 16, 32, 64]",4,512.0,42080,1,avg,transpose,sum,1,0.05093347057700157,0.049669455736875534,0.05094925034791231,0.767481601856189,0.7791873532752059,0.7582589580695573,0.7791873532752059,0.767481601856189,0.7582589580695573,0.0,0.0,0.0
model_n4-0-n8-0-p-avg-uptranspose-addsum-skip0,"[4, 8, 16, 32, 64]",4,512.0,42080,0,avg,transpose,sum,0,0.12278657083710035,0.14407774433493614,0.14393097534775734,0.37517865516414767,0.536718859706981,0.38298608876167595,0.536718859706981,0.37517865516414767,0.38298608876167595,0.0,0.0,0.0
