epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2082,0.0688,0.2990,0.3202,0.0438
1,0.3373,0.0340,0.3152,0.3747,0.0395
2,0.3876,0.0303,0.3726,0.4317,0.0340
3,0.4153,0.0283,0.3893,0.3905,0.0400
4,0.4467,0.0257,0.4539,0.4620,0.0363
