epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2163,0.0673,0.3139,0.3407,0.0478
1,0.3365,0.0356,0.3661,0.3758,0.0451
2,0.3791,0.0331,0.3121,0.3096,0.0567
3,0.4117,0.0302,0.3482,0.4415,0.0384
4,0.4193,0.0301,0.4420,0.4735,0.0348
