"run_uuid","name","step","train_loss","train_Accuracy","train_F1","valid_loss","valid_Accuracy","valid_Accuracy_seq","valid_F1"
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,0,0.11755304719136737,0.8527450883438819,0.8279656183797615,0.07257382959431531,0.9179787149234694,0.0,0.9135294724710592
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,1,0.06063274155029013,0.942053171149789,0.9402125016179665,0.05076639316215807,0.9537826849489796,0.0,0.9526913343190467
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,2,0.04916063480802226,0.9617471815664557,0.9609652321849497,0.04768002725073269,0.9607083067602041,0.0,0.9597784450126129
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,3,0.04695082366670863,0.9658131015954642,0.9651641259087507,0.04684423579245198,0.9624322385204082,0.0,0.9615147781492407
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,4,0.046014806727253936,0.9672068664293249,0.9666060839529592,0.046548583905915826,0.9643953284438775,0.0,0.9637812820231082
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,5,0.04542264901101589,0.9677662265954642,0.9672049547209991,0.046176145575484454,0.9651925223214286,0.01020408163265306,0.9645722032573605
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,6,0.045036775692668646,0.9679300171413502,0.9673802249251805,0.04592107692543341,0.9642458545918368,0.01020408163265306,0.9634765607517138
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,7,0.04474847066660219,0.9682050616429325,0.9676761394272902,0.04563057947219634,0.9648337850765306,0.01020408163265306,0.9640526255993085
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,8,0.04452755647998319,0.9682823213343882,0.9677583068073351,0.04574699023244332,0.9631796077806123,0.01020408163265306,0.9622081431673544
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,9,0.044323014614136916,0.9680474518723629,0.9675225914530013,0.04560009967915866,0.9637974330357143,0.01020408163265306,0.9631431190189971
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,10,0.04419705203738268,0.9678177330564346,0.9672861661006558,0.045367885761115015,0.9626215720663265,0.01020408163265306,0.9616543003305974
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,11,0.04401984425725313,0.9679228062368144,0.96739729958564,0.04522867706053111,0.9624920280612245,0.0,0.9616054231368181
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,12,0.04391347902595116,0.9681288320806962,0.967619373017463,0.04513829444744149,0.9634287308673469,0.01020408163265306,0.9626320280343161
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,13,0.043820436859212594,0.9681607660864979,0.9676484023249945,0.04556661289261312,0.9623824139030612,0.01020408163265306,0.9614739632300036
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,14,0.043725610408098886,0.9679794633438819,0.9674646144845552,0.04523212447458384,0.9629404496173469,0.01020408163265306,0.9620039424065387
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,15,0.04366718764310774,0.9682957130142406,0.9677961215918232,0.04529341340673213,0.9627311862244898,0.01020408163265306,0.9619089662570484
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,16,0.04358646292868169,0.968347219475211,0.9678472128088976,0.045595987110721825,0.9609076052295918,0.01020408163265306,0.9597407940110197
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,17,0.0435241364327727,0.9684172682621308,0.9679234533853195,0.045178379559395264,0.9622827646683674,0.01020408163265306,0.9613629687259311
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,18,0.043431205718231856,0.9684986484704642,0.9680084061349545,0.045354713438724985,0.9623923788265306,0.01020408163265306,0.961484102827353
"02df3b099d4440628bd358ac15c5fb59",UNet-k7-filters-4-8-stride-21,19,0.04338834685851124,0.9682885021097046,0.9677915731421171,0.045331789294675906,0.9620137117346939,0.01020408163265306,0.961078326586111
"1379c57a651c4860adac34a4b1b3c526",UNet-no-skips-k5-filters-4-8-stride-21,0,0.13380885407139984,0.8306972326608649,0.7939186099468816,0.08469763550223136,0.89453125,0.0,0.8853219133132625
"1379c57a651c4860adac34a4b1b3c526",UNet-no-skips-k5-filters-4-8-stride-21,1,0.0702295671393977,0.924157766350211,0.9195799559489756,0.05337666225980739,0.9502252072704082,0.0,0.9484197454839568
"1379c57a651c4860adac34a4b1b3c526",UNet-no-skips-k5-filters-4-8-stride-21,2,0.05489619893615256,0.9506104545754219,0.9491409475299721,0.04901124027614691,0.9558753188775511,0.0,0.9545630657127954
"1379c57a651c4860adac34a4b1b3c526",UNet-no-skips-k5-filters-4-8-stride-21,3,0.05159138038534404,0.9546135367220464,0.9533631526711966,0.04781872178522908,0.9569515306122449,0.0,0.9556818456412793
"1379c57a651c4860adac34a4b1b3c526",UNet-no-skips-k5-filters-4-8-stride-21,4,0.0498319843524619,0.9569436890163502,0.9559016177243015,0.047077865320809036,0.9589345503826531,0.0,0.9577582657722411
"1379c57a651c4860adac34a4b1b3c526",UNet-no-skips-k5-filters-4-8-stride-21,5,0.04834667262365798,0.9588051325158228,0.9578963765884227,0.04712230233209474,0.9593132174744898,0.0,0.958267809115479
"1379c57a651c4860adac34a4b1b3c526",UNet-no-skips-k5-filters-4-8-stride-21,6,0.047631145686791415,0.9605687137394515,0.9597466456111582,0.04642648386711977,0.9596918845663265,0.0,0.9588418758566726
