run_name,arc_features,arc_skip,arc_num_conv,n_swaps,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
nc-2-n4-2-n8-0-skip1-17,"[4, 4, 4, 4, 8, 8, 8]",0,2,17,,,0.15883463248610497,,,0.6429052495726408,,,0.7500203318152245,,,0.0
nc-2-n4-2-n8-0-skip1-18,"[4, 4, 4, 4, 8, 8, 8]",0,2,18,,,0.15910171158611774,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1-19,"[4, 4, 4, 4, 8, 8, 8]",0,2,19,,,0.15892663411796093,,,0.6428480231518916,,,0.749981382186476,,,0.0
nc-2-n4-2-n8-0-skip1-20,"[4, 4, 4, 4, 8, 8, 8]",0,2,20,,,0.1588518898934126,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1-21,"[4, 4, 4, 4, 8, 8, 8]",0,2,21,,,0.159001424908638,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1-22,"[4, 4, 4, 4, 8, 8, 8]",0,2,22,,,0.15907221287488937,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1-23,"[4, 4, 4, 4, 8, 8, 8]",0,2,23,,,0.15893914550542831,,,0.6428960521599785,,,0.7499680926538855,,,0.0
nc-2-n4-2-n8-0-skip1-24,"[4, 4, 4, 4, 8, 8, 8]",0,2,24,,,0.15879140980541706,,,0.6428762165319979,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1-25,"[4, 4, 4, 4, 8, 8, 8]",0,2,25,,,0.158890375867486,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1-26,"[4, 4, 4, 4, 8, 8, 8]",0,2,26,,,0.15898619778454304,,,0.6428879775269378,,,0.7499905389040267,,,0.0
nc-2-n4-2-n8-0-skip1-27,"[4, 4, 4, 4, 8, 8, 8]",0,2,27,,,0.15909366868436337,,,0.6428762165319979,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1-28,"[4, 4, 4, 4, 8, 8, 8]",0,2,28,,,0.1588253676891327,,,0.6429092832511543,,,0.7499898340923878,,,0.0
nc-2-n4-2-n8-0-skip1-29,"[4, 4, 4, 4, 8, 8, 8]",0,2,29,,,0.15905559249222279,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1-30,"[4, 4, 4, 4, 8, 8, 8]",0,2,30,,,0.159119026735425,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-2-n8-0-skip1,"[4, 4, 4, 4, 8, 8, 8]",0,2,0,0.1606962504486243,0.1542742805821555,,0.6428571428571429,0.6430459100644398,,0.7500527747285509,0.75,,0.0,0.0,
nc-2-n4-1-n8-1-skip1-0,"[4, 4, 4, 4, 8, 8, 8]",0,2,0,,,0.15828721784055233,,,0.6434781843115657,,,0.7491735166706645,,,0.0
nc-2-n4-1-n8-1-skip1-1,"[4, 4, 4, 4, 8, 8, 8]",0,2,1,,,0.15852679498493671,,,0.6440879668525227,,,0.7488522439177392,,,0.0
nc-2-n4-1-n8-1-skip1-2,"[4, 4, 4, 4, 8, 8, 8]",0,2,2,,,0.15833047404885292,,,0.6440238839618894,,,0.7490477549689042,,,0.0
nc-2-n4-1-n8-1-skip1-3,"[4, 4, 4, 4, 8, 8, 8]",0,2,3,,,0.15834172256290913,,,0.6430239617205022,,,0.7497670411257689,,,0.0
nc-2-n4-1-n8-1-skip1-4,"[4, 4, 4, 4, 8, 8, 8]",0,2,4,,,0.1581269670277834,,,0.642935931851303,,,0.749401149736537,,,0.0
nc-2-n4-1-n8-1-skip1-5,"[4, 4, 4, 4, 8, 8, 8]",0,2,5,,,0.15813530050218105,,,0.6430787149889365,,,0.7496082448079956,,,0.0
nc-2-n4-1-n8-1-skip1-6,"[4, 4, 4, 4, 8, 8, 8]",0,2,6,,,0.15815758518874645,,,0.6434112367376627,,,0.7492335885473177,,,0.0
nc-2-n4-1-n8-1-skip1-7,"[4, 4, 4, 4, 8, 8, 8]",0,2,7,,,0.15829921700060368,,,0.6439854083741082,,,0.7486739061406955,,,0.0
nc-2-n4-1-n8-1-skip1-8,"[4, 4, 4, 4, 8, 8, 8]",0,2,8,,,0.15831618197262287,,,0.6429743491189335,,,0.7494174651612344,,,0.0
nc-2-n4-1-n8-1-skip1-9,"[4, 4, 4, 4, 8, 8, 8]",0,2,9,,,0.15815956518054008,,,0.6428722740862527,,,0.7498411709871725,,,0.0
nc-2-n4-1-n8-1-skip1-10,"[4, 4, 4, 4, 8, 8, 8]",0,2,10,,,0.15790246427059174,,,0.6428294503245575,,,0.749943471440631,,,0.0
nc-2-n4-1-n8-1-skip1-11,"[4, 4, 4, 4, 8, 8, 8]",0,2,11,,,0.15828330628573895,,,0.6427938109734128,,,0.7497610418566945,,,0.0
nc-2-n4-1-n8-1-skip1-12,"[4, 4, 4, 4, 8, 8, 8]",0,2,12,,,0.15791562385857105,,,0.6428473616943582,,,0.7499800319488817,,,0.0
nc-2-n4-1-n8-1-skip1-13,"[4, 4, 4, 4, 8, 8, 8]",0,2,13,,,0.15876473113894463,,,0.6437617885326383,,,0.7481241021266727,,,0.0
nc-2-n4-1-n8-1-skip1-14,"[4, 4, 4, 4, 8, 8, 8]",0,2,14,,,0.1579835955053568,,,0.6427853648528579,,,0.7497804167426247,,,0.0
