epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5024,0.0286,0.5018,0.5529,0.0314
1,0.5423,0.0246,0.4945,0.5758,0.0295
2,0.5773,0.0218,0.5608,0.5710,0.0355
3,0.6031,0.0206,0.5750,0.6256,0.0263
4,0.6478,0.0163,0.5891,0.5979,0.0423
