epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5040,0.0284,0.4926,0.5540,0.0307
1,0.5440,0.0245,0.4329,0.5585,0.0326
2,0.5758,0.0219,0.5710,0.5871,0.0332
3,0.6064,0.0203,0.5614,0.6194,0.0265
4,0.6492,0.0163,0.6213,0.6443,0.0315
