epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4208,0.0292,0.4197,0.4787,0.0340
1,0.4613,0.0262,0.4017,0.4929,0.0317
2,0.5001,0.0238,0.4167,0.4269,0.0438
3,0.5255,0.0217,0.4563,0.5402,0.0293
4,0.5607,0.0197,0.5068,0.5730,0.0284
