epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.6529,0.0212,0.7260,0.7408,0.0256
1,0.7060,0.0171,0.5841,0.7268,0.0218
2,0.7642,0.0125,0.7267,0.7932,0.0163
