epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4847,0.0276,0.5163,0.5387,0.0380
1,0.5299,0.0241,0.5363,0.5917,0.0286
2,0.5689,0.0212,0.4834,0.4912,0.0547
3,0.6038,0.0187,0.3759,0.5601,0.0375
