"run_uuid","name","best_epoch","arc_filters","arc_rank","arc_kernel","arc_stride_1","arc_stride_2","arc_num_conv1","arc_num_layers","arc_num_conv2","arc_latent_dim","arc_latent_volume","arc_skip","arc_encoder_blocks","best_epoch","train_loss","train_Accuracy","train_Accuracy_seq","train_F1","valid_loss","valid_Accuracy","valid_Accuracy_seq","valid_F1","test_loss","test_Accuracy","test_Accuracy_seq","test_F1"
"5df4b6c388124e6ea32922d6b14a7d37",A_nc1-resnet0-nc1-2encode-flat1-skip0,12,"8","16","3","2","2","1","0","1","64","512","0","2",12,0.07810439198486162,0.9041093914820675,0.0,0.8978091121684026,0.11387482422346971,0.8525988520408163,0.0,0.8358600605705288,0.01174261416148009,0.9913708917025862,0.09051724137931035,0.991325342260128
"5df4b6c388124e6ea32922d6b14a7d37",A_nc1-resnet0-nc1-2encode-flat1-skip0,12,"8","16","3","2","2","1","0","1","64","512","0","2",12,0.07810439198486162,0.9041093914820675,0.0,0.8978091121684026,0.11387482422346971,0.8525988520408163,0.0,0.8358600605705288,0.11029559361009762,0.8593834186422413,0.0,0.8453232631191583
"5df4b6c388124e6ea32922d6b14a7d37",A_nc1-resnet0-nc1-2encode-flat1-skip0,12,"8","16","3","2","2","1","0","1","64","512","0","2",12,0.07810439198486162,0.9041093914820675,0.0,0.8978091121684026,0.11387482422346971,0.8525988520408163,0.0,0.8358600605705288,0.11117679998278618,0.8582721578663793,0.0,0.8442735101600438
"5b01f8df75ff4955b71c5fd1f914aced",A_nc1-resnet0-nc1-2encode-flat1-skip1,19,"8","16","3","2","2","1","0","1","64","512","1","2",19,0.0003380595115746,0.9999979397415611,0.9989451476793249,0.9999979388393757,0.0000513119796649,0.9999900350765306,0.9948979591836735,0.9999900300413246,0.0000418039166859,1.0,1.0,1.0
"5b01f8df75ff4955b71c5fd1f914aced",A_nc1-resnet0-nc1-2encode-flat1-skip1,19,"8","16","3","2","2","1","0","1","64","512","1","2",19,0.0003380595115746,0.9999979397415611,0.9989451476793249,0.9999979388393757,0.0000513119796649,0.9999900350765306,0.9948979591836735,0.9999900300413246,0.0025663685699892714,0.9998484644396551,0.9612068965517241,0.9998483940358901
"5b01f8df75ff4955b71c5fd1f914aced",A_nc1-resnet0-nc1-2encode-flat1-skip1,19,"8","16","3","2","2","1","0","1","64","512","1","2",19,0.0003380595115746,0.9999979397415611,0.9989451476793249,0.9999979388393757,0.0000513119796649,0.9999900350765306,0.9948979591836735,0.9999900300413246,0.0037078091489343807,0.9986614358836207,0.5560344827586207,0.9986593573919366
"5b01f8df75ff4955b71c5fd1f914aced",A_nc1-resnet0-nc1-2encode-flat1-skip1,19,"8","16","3","2","2","1","0","1","64","512","1","2",19,0.0003380595115746,0.9999979397415611,0.9989451476793249,0.9999979388393757,0.0000513119796649,0.9999900350765306,0.9948979591836735,0.9999900300413246,0.12748551394405036,0.819159146012931,0.0,0.7773439157214872
"53d15704bdd14a3f8b700f00bbbba214",A_nc1-resnet0-nc2-2encode-flat1-skip0,18,"8","16","3","2","2","1","0","2","64","256","0","2",18,0.09490752224869366,0.8805173720991561,0.0,0.8686632720454527,0.12397147365370575,0.8417370854591837,0.0,0.8154959254864975,0.06005796584589728,0.9255034348060345,0.0,0.9224440106283347
"53d15704bdd14a3f8b700f00bbbba214",A_nc1-resnet0-nc2-2encode-flat1-skip0,18,"8","16","3","2","2","1","0","2","64","256","0","2",18,0.09490752224869366,0.8805173720991561,0.0,0.8686632720454527,0.12397147365370575,0.8417370854591837,0.0,0.8154959254864975,0.11915986676668298,0.8498114224137931,0.0,0.8301874467634127
"53d15704bdd14a3f8b700f00bbbba214",A_nc1-resnet0-nc2-2encode-flat1-skip0,18,"8","16","3","2","2","1","0","2","64","256","0","2",18,0.09490752224869366,0.8805173720991561,0.0,0.8686632720454527,0.12397147365370575,0.8417370854591837,0.0,0.8154959254864975,0.12035652378509784,0.8437415813577587,0.0,0.8233015626684962
"529f19b25de542da89756bee6356ec23",A_nc1-resnet0-nc2-2encode-flat1-skip1,19,"8","16","3","2","2","1","0","2","64","256","1","2",19,0.0041897834156087764,0.9962286969277426,0.17405063291139242,0.9962133109128054,0.004179174938163131,0.9958844866071429,0.14285714285714285,0.9958649528924648,0.004230049972679338,0.9998821390086207,0.9396551724137931,0.9998820840892613
"529f19b25de542da89756bee6356ec23",A_nc1-resnet0-nc2-2encode-flat1-skip1,19,"8","16","3","2","2","1","0","2","64","256","1","2",19,0.0041897834156087764,0.9962286969277426,0.17405063291139242,0.9962133109128054,0.004179174938163131,0.9958844866071429,0.14285714285714285,0.9958649528924648,0.004968066430843339,0.9995874865301724,0.8017241379310345,0.9995872677083871
"529f19b25de542da89756bee6356ec23",A_nc1-resnet0-nc2-2encode-flat1-skip1,19,"8","16","3","2","2","1","0","2","64","256","1","2",19,0.0041897834156087764,0.9962286969277426,0.17405063291139242,0.9962133109128054,0.004179174938163131,0.9958844866071429,0.14285714285714285,0.9958649528924648,0.00526759620145734,0.9947972790948276,0.07327586206896551,0.9947686803829042
a38e2dce51984e24bc617174d3ac6edf,A_nc1-resnet0-nc3-2encode-flat1-skip0,18,"8","16","3","2","2","1","0","3","64","128","0","2",18,0.10560793152967082,0.8687017899525317,0.0,0.8539261814734567,0.1302886238815833,0.8346420599489796,0.0,0.8049105853651669,0.11438610494650643,0.8427481815732759,0.0,0.822664438797048
