epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4963,0.0236,0.4900,0.4932,0.0384
1,0.5751,0.0182,0.6094,0.6523,0.0207
2,0.6232,0.0154,0.5940,0.6740,0.0188
3,0.6686,0.0127,0.6749,0.7037,0.0196
4,0.7118,0.0103,0.6634,0.6718,0.0277
