epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5867,0.0204,0.5633,0.5705,0.0327
1,0.6488,0.0165,0.6147,0.6274,0.0291
2,0.6758,0.0145,0.6429,0.6649,0.0262
3,0.7253,0.0109,0.5323,0.6636,0.0239
4,0.7487,0.0096,0.6352,0.6475,0.0344
5,0.8036,0.0067,0.6356,0.7176,0.0193
6,0.8483,0.0048,0.6438,0.7210,0.0185
7,0.8578,0.0047,0.7003,0.7230,0.0248
