epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2892,0.0487,0.3618,0.4197,0.0389
1,0.4350,0.0279,0.5156,0.5406,0.0315
2,0.4859,0.0249,0.5560,0.5848,0.0296
3,0.5421,0.0212,0.5922,0.6067,0.0309
4,0.5899,0.0180,0.6281,0.6456,0.0272
