epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5358,0.0237,0.5587,0.5823,0.0349
1,0.5773,0.0205,0.5567,0.6206,0.0270
2,0.6115,0.0182,0.5981,0.6410,0.0279
3,0.6528,0.0151,0.3847,0.5790,0.0331
4,0.6961,0.0118,0.5453,0.6454,0.0244
