epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.6583,0.0126,0.5426,0.6107,0.0256
1,0.7215,0.0090,0.5610,0.6358,0.0246
2,0.7704,0.0066,0.5696,0.5908,0.0377
3,0.7957,0.0057,0.5310,0.6300,0.0259
4,0.8548,0.0034,0.6318,0.6390,0.0477
5,0.8681,0.0031,0.6157,0.6668,0.0302
6,0.8345,0.0043,0.5609,0.6214,0.0265
7,0.8854,0.0027,0.6419,0.6685,0.0434
8,0.9279,0.0015,0.6182,0.6569,0.0339
9,0.9070,0.0021,0.5635,0.5654,0.0717
