epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4885,0.0237,0.2545,0.2538,0.0930
1,0.5304,0.0206,0.4974,0.5795,0.0246
2,0.5590,0.0185,0.5264,0.5356,0.0377
3,0.6033,0.0156,0.4070,0.5573,0.0276
4,0.6207,0.0145,0.4333,0.5677,0.0247
5,0.6697,0.0116,0.6044,0.6194,0.0330
6,0.7307,0.0085,0.5852,0.6182,0.0289
7,0.7697,0.0066,0.5767,0.5824,0.0466
