run_name,exp,run,arc_features,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
mlp_f64_64_64,SimpleMLP_tRNA,mlp_f64_64_64,"[64, 64, 64]",49472,0.1092170898033225,0.1180596041182677,0.1854198376337687,0.8367615057591545,0.8525594883162183,0.5815784485708708,0.8319023256391048,0.8134847952889589,0.5331515675643977,0.006114130434782609,0.0026041666666666665,0.0
mlp_f32_64_64,SimpleMLP_tRNA,mlp_f32_64_64,"[32, 64, 64]",31008,0.08872423110448796,0.10004938145478566,0.17909580137994555,0.8674732421100635,0.8870562049566691,0.5263805731566774,0.8713875750948056,0.8502569675769337,0.5343689250768231,0.0,0.0,0.0
mlp_f32_32_64,SimpleMLP_tRNA,mlp_f32_32_64,"[32, 32, 64]",27904,0.09170424970595734,0.09855683396259944,0.17767973078621757,0.8745709109574081,0.8885466268987541,0.4804482871982532,0.8734201489934585,0.8579562445628027,0.5143323435592139,0.004755434782608696,0.007654671867688497,0.0
mlp_f32_32_32,SimpleMLP_tRNA,mlp_f32_32_32,"[32, 32, 32]",22752,0.10994814012361609,0.1154635784526666,0.20714101195335388,0.8497830594132639,0.8596945655167992,0.5716726745076568,0.8414500721230268,0.8288502610237468,0.532230683682847,0.007472826086956522,0.007654671867688497,0.0
mlp_f16_64_64,SimpleMLP_tRNA,mlp_f16_64_64,"[16, 64, 64]",21776,0.10744587234828783,0.1136876108745734,0.19810673760043251,0.842259098162299,0.858329540418419,0.5926668526685753,0.8384256249086534,0.8201902369209475,0.5299594804517942,0.0,0.0,0.0
mlp_f16_32_64,SimpleMLP_tRNA,mlp_f16_32_64,"[16, 32, 64]",19184,0.10850413726723712,0.11757085472345352,0.20010070006052652,0.8423758004838865,0.8613507608926452,0.5900918568407222,0.8428555975871043,0.8212380423916027,0.5328453309747783,0.0,0.0,0.0
mlp_f16_32_32,SimpleMLP_tRNA,mlp_f16_32_32,"[16, 32, 32]",14032,0.09026569743519244,0.10457738613088925,0.19192406866285536,0.8530940307518263,0.8785476638933265,0.5797390851078594,0.8628869435955029,0.8343229270813693,0.5197917502190055,0.008152173913043478,0.005208333333333333,0.0
mlp_f16_16_64,SimpleMLP_tRNA,mlp_f16_16_64,"[16, 16, 64]",17888,0.1279641091823578,0.14153463393449783,0.1955904761950175,0.7921991370789875,0.8289440628645642,0.595379194391096,0.8100639798667136,0.769116745284015,0.546664500315695,0.0,0.0,0.0
mlp_f16_16_32,SimpleMLP_tRNA,mlp_f16_16_32,"[16, 16, 32]",13248,0.09853463198827661,0.10662073517839114,0.2007746183209949,0.8477696758640535,0.8659015535832608,0.5708695608368022,0.8494541157712492,0.8291493138322678,0.5349844536016365,0.0,0.0,0.0
mlp_f16_16_16,SimpleMLP_tRNA,mlp_f16_16_16,"[16, 16, 16]",10928,0.10870318406301996,0.10984151437878609,0.17808260685867733,0.8393078768246903,0.8397899775579869,0.5376672014331428,0.8251753669174429,0.8218750741893199,0.5199207716160407,0.0,0.0026041666666666665,0.0
