epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5744,0.0203,0.3476,0.5699,0.0338
1,0.6250,0.0170,0.6455,0.7078,0.0176
2,0.6697,0.0141,0.4787,0.6562,0.0224
3,0.7096,0.0118,0.6919,0.7538,0.0142
4,0.7607,0.0087,0.7512,0.7724,0.0165
