epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4639,0.0282,0.4523,0.4605,0.0433
1,0.5269,0.0237,0.4752,0.5418,0.0317
2,0.5632,0.0206,0.5310,0.5599,0.0337
3,0.5958,0.0180,0.5253,0.5856,0.0290
4,0.6208,0.0161,0.5204,0.5991,0.0268
5,0.6885,0.0122,0.4629,0.5850,0.0286
6,0.7262,0.0099,0.5546,0.6219,0.0301
7,0.7606,0.0080,0.4247,0.5731,0.0299
