run_name,test_file,arc_num_params,arc_features,arc_encoder_blocks,arc_latent_volume,arc_skip,arc_num_conv,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
paper_based_unet_features-n8-3-n16-2-pool-max-up-upsample-skip1-add-cat,test_0.csv,5036,"[4, 8, 8, 8, 16, 16]",5,64.0,1,1,0.000737772056728406,0.00019677334651588556,0.0001948819563981017,1.0,0.9999958778192148,1.0,0.9999958794831224,1.0,1.0,0.9978902953586498,1.0,1.0
paper_based_unet_features-n8-3-n16-2-pool-max-up-upsample-skip0,test_0.csv,3644,"[4, 8, 8, 8, 16, 16]",5,64.0,0,1,0.1393598191094298,0.134251490083276,0.1411785637510234,0.7531739249113079,0.7469161559201041,0.7391202375655725,0.8058062203322784,0.8153499681122449,0.8056808997844828,0.0,0.0,0.0
paper_based_unet_features-n8-3-n16-1-pool-max-up-upsample-skip1-add-cat,test_0.csv,2636,"[4, 8, 8, 8, 16]",4,128.0,1,1,0.0008761578001788541,0.0002119630172478073,0.00013091632391823907,1.0,0.999997938843983,1.0,0.9999979397415611,1.0,1.0,0.9989451476793249,1.0,1.0
paper_based_unet_features-n8-3-n16-1-pool-max-up-upsample-skip0,test_0.csv,2012,"[4, 8, 8, 8, 16]",4,128.0,0,1,0.13929904898322082,0.13285743065026343,0.1386574937094902,0.7529609867533998,0.74995735872528,0.7439771426348035,0.8052829146888185,0.8159378985969388,0.8070783943965517,0.0,0.0,0.0
paper_based_unet_features-n8-3-n16-0-pool-max-up-upsample-skip1-add-cat,test_0.csv,1604,"[4, 8, 8, 8]",3,128.0,1,1,0.0009308052554566714,8.903139656022362e-05,8.553715652569423e-05,1.0,0.999993818395426,1.0,0.9999938192246836,1.0,1.0,0.9978902953586498,1.0,1.0
paper_based_unet_features-n8-3-n16-0-pool-max-up-upsample-skip0,test_0.csv,1172,"[4, 8, 8, 8]",3,128.0,0,1,0.13186898357568913,0.1264213037734129,0.13290009005316372,0.774790183799681,0.7698277851308396,0.7569515545334192,0.8120137790084389,0.8186383928571429,0.8087789601293104,0.0,0.0,0.0
paper_based_unet_features-n8-2-n16-3-pool-max-up-upsample-skip1-add-cat,test_0.csv,6812,"[4, 8, 8, 16, 16, 16]",5,64.0,1,1,0.00041117410197360875,0.00020778384647683753,0.00011857110213644898,1.0,0.9999886672174263,0.9999831627155172,0.9999886685785865,1.0,0.9999831627155172,0.9963080168776371,1.0,0.9956896551724138
paper_based_unet_features-n8-2-n16-3-pool-max-up-upsample-skip0,test_0.csv,4844,"[4, 8, 8, 16, 16, 16]",5,64.0,0,1,0.13533940192956462,0.1325550634337931,0.1356879474017127,0.7603035379863236,0.7650668529079774,0.7600395971904317,0.8123444504878692,0.8159677933673469,0.8096292429956896,0.0,0.0,0.0
paper_based_unet_features-n8-2-n16-2-pool-max-up-upsample-skip1-add-cat,test_0.csv,4412,"[4, 8, 8, 16, 16]",4,128.0,1,1,0.0013905088831071314,0.0008936135332356682,0.0008179905066910954,0.9991320302946396,0.9990192202786038,0.9991993262010537,0.9990203471123418,0.9991330516581632,0.999200228987069,0.4994725738396624,0.5561224489795918,0.5905172413793104
paper_based_unet_features-n8-2-n16-2-pool-max-up-upsample-skip0,test_0.csv,3212,"[4, 8, 8, 16, 16]",4,128.0,0,1,0.13167235058759838,0.12992470118464255,0.13450708265962272,0.770230330808996,0.7751684100113865,0.7653737373546248,0.8157428467827004,0.8170838647959183,0.8120874865301724,0.0,0.0,0.0
paper_based_unet_features-n8-2-n16-1-pool-max-up-upsample-skip1-add-cat,test_0.csv,2012,"[4, 8, 8, 16]",3,256.0,1,1,0.0006927742332307021,0.00010529343720064594,4.9414652964734506e-05,1.0,0.9999979397415611,1.0,0.9999979397415611,1.0,1.0,0.9994725738396625,1.0,1.0
paper_based_unet_features-n8-2-n16-1-pool-max-up-upsample-skip0,test_0.csv,1580,"[4, 8, 8, 16]",3,256.0,0,1,0.12754028416258373,0.12452381012999282,0.13105451932241177,0.7894334914765971,0.7887703689905515,0.7756664352808021,0.8224974040743671,0.8262715242346939,0.815741177262931,0.0,0.0,0.0
paper_based_unet_features-n8-2-n16-0-pool-max-up-upsample-skip1-add-cat,test_0.csv,980,"[4, 8, 8]",2,256.0,1,1,0.001309251550593382,0.00045372313289423187,0.0002953589443897162,0.9996609794869162,0.999517530068522,0.9997641075760335,0.9995178995253164,0.9996611926020408,0.9997642780172413,0.7531645569620253,0.826530612244898,0.8793103448275862
paper_based_unet_features-n8-2-n16-0-pool-max-up-upsample-skip0,test_0.csv,740,"[4, 8, 8]",2,256.0,0,1,0.10404540235294571,0.0975842498699013,0.10625794093156683,0.8466290839796226,0.8379819009883264,0.8322275172822106,0.8504046347573839,0.8586874202806123,0.8466712688577587,0.0,0.0,0.0
paper_based_unet_features-n8-1-n16-3-pool-max-up-upsample-skip1-add-cat,test_0.csv,6188,"[4, 8, 16, 16, 16]",4,128.0,1,1,0.001071241296529264,0.00033161761203533683,0.00022588848690341772,1.0,0.9999989695051537,1.0,0.9999989698707806,1.0,1.0,0.9994725738396625,1.0,1.0
paper_based_unet_features-n8-1-n16-3-pool-max-up-upsample-skip0,test_0.csv,4412,"[4, 8, 16, 16, 16]",4,128.0,0,1,0.13144377321947978,0.12959995379253308,0.1335766409234754,0.7698924801156943,0.7735266121963377,0.7583818443623874,0.8168584767273207,0.8205416932397959,0.8122306034482759,0.0,0.0,0.0
paper_based_unet_features-n8-1-n16-2-pool-max-up-upsample-skip1-add-cat,test_0.csv,3788,"[4, 8, 16, 16]",3,256.0,1,1,0.0007700127618345467,7.025811572354857e-05,7.264608456321655e-05,1.0,0.9999958775898689,1.0,0.9999958794831224,1.0,1.0,0.9978902953586498,1.0,1.0
paper_based_unet_features-n8-1-n16-2-pool-max-up-upsample-skip0,test_0.csv,2780,"[4, 8, 16, 16]",3,256.0,0,1,0.1185282658046811,0.11871818316226103,0.12364112431633062,0.7977573782153947,0.8078808098963802,0.7913869383575141,0.8322403662315401,0.8296994579081632,0.8234273976293104,0.0,0.0,0.0
paper_based_unet_features-n8-1-n16-1-pool-max-up-upsample-skip1-add-cat,test_0.csv,1388,"[4, 8, 16]",2,512.0,1,1,0.0011197814383348283,0.0007885891322892311,0.0009191334765687473,0.999411540678582,0.9997082844334585,0.9992415944106781,0.9997084734309072,0.9994120695153061,0.9992423221982759,0.8507383966244726,0.6989795918367347,0.6120689655172413
paper_based_unet_features-n8-1-n16-1-pool-max-up-upsample-skip0,test_0.csv,1148,"[4, 8, 16]",2,512.0,0,1,0.09889120099287999,0.09870169707098786,0.10585165357795255,0.8518343000436146,0.851475295944357,0.8397289842194933,0.860555528085443,0.8607999840561225,0.8504680765086207,0.0,0.0,0.0
paper_based_unet_features-n8-1-n16-0-pool-max-up-upsample-skip1-add-cat,test_0.csv,356,"[4, 8]",1,512.0,1,1,0.0008001714307471731,8.799686222527252e-05,7.976119001074855e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
paper_based_unet_features-n8-1-n16-0-pool-max-up-upsample-skip0,test_0.csv,308,"[4, 8]",1,512.0,0,1,0.062147775806392296,0.05720431479264279,0.061882032531088794,0.9203267544321397,0.913994780830888,0.9169425153410864,0.9153872461761603,0.9216956313775511,0.9177582839439655,0.0,0.0,0.0
paper_based_unet_features-n8-0-n16-3-pool-max-up-upsample-skip1-add-cat,test_0.csv,5372,"[4, 16, 16, 16]",3,256.0,1,1,0.0012564224608901707,0.0006601489030242879,0.0005200624248667235,0.9993021289293909,0.9994515983662098,0.999502999014007,0.9994519712552743,0.9993024553571429,0.9995033001077587,0.7415611814345991,0.7448979591836735,0.7844827586206896
paper_based_unet_features-n8-0-n16-3-pool-max-up-upsample-skip0,test_0.csv,3788,"[4, 16, 16, 16]",3,256.0,0,1,0.11088753422478584,0.11638510668156099,0.11901954433013653,0.8093068237879412,0.8276412803602945,0.8060367671571187,0.8461378395305907,0.8353993941326531,0.832275390625,0.0,0.0,0.0
paper_based_unet_features-n8-0-n16-2-pool-max-up-upsample-skip1-add-cat,test_0.csv,2972,"[4, 16, 16]",2,512.0,1,1,0.0006771579833242222,0.00011410120395321057,4.3532472522327164e-05,1.0,0.9999958786301906,1.0,0.9999958794831224,1.0,1.0,0.9984177215189873,1.0,1.0
paper_based_unet_features-n8-0-n16-2-pool-max-up-upsample-skip0,test_0.csv,2156,"[4, 16, 16]",2,512.0,0,1,0.07396035871708193,0.08177091584217791,0.08476365665937292,0.8852518917782481,0.9011124149901065,0.8808038040249441,0.9042227056962026,0.8893993144132653,0.886297817887931,0.0,0.0,0.0
paper_based_unet_features-n8-0-n16-1-pool-max-up-upsample-skip1-add-cat,test_0.csv,572,"[4, 16]",1,1024.0,1,1,0.0010463810787523433,0.00037182499007179347,0.0002166590355296523,1.0,0.9999958789780269,1.0,0.9999958794831224,1.0,1.0,0.9978902953586498,1.0,1.0
paper_based_unet_features-n8-0-n16-1-pool-max-up-upsample-skip0,test_0.csv,524,"[4, 16]",1,1024.0,0,1,0.050898073972026,0.04771068965902134,0.0486453284734282,0.937846699878588,0.9334147998575564,0.9359272604229198,0.9335350326344937,0.9376793686224489,0.9362203663793104,0.0,0.0,0.0
paper_based_unet_features-n8-0-n16-0-pool-max-up-upsample-skip1-add-cat,test_0.csv,80,[4],0,512.0,1,1,0.006249803188649882,0.006559700039880616,0.0062075960209015115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
paper_based_unet_features-n8-0-n16-0-pool-max-up-upsample-skip0,test_0.csv,80,[4],0,512.0,0,1,0.006249803188649882,0.006559700039880616,0.0062075960209015115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
