run_name,test_file,arc_num_params,arc_features,arc_encoder_blocks,arc_latent_volume,arc_skip,arc_num_conv,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
paper_based_unet_features-n8-4-n16-3-pool-max-up-upsample-skip1-add-cat,test_0.csv,8060,"[4, 8, 8, 8, 8, 16, 16, 16]",7,16.0,1,1,0.0004121153965551369,0.0005258473888252225,5.7959114326814446e-05,0.9997901008779806,0.9999824753726085,1.0,0.99998248780327,0.9997907366071429,1.0,0.9947257383966245,0.9795918367346939,1.0
paper_based_unet_features-n8-4-n16-3-pool-max-up-upsample-skip0,test_0.csv,5708,"[4, 8, 8, 8, 8, 16, 16, 16]",7,16.0,0,1,0.14693014553201852,0.1387721803419444,0.14694825495625363,0.733571871239691,0.7159279821324562,0.7183273298363665,0.7980153530458861,0.8127889827806123,0.8015978582974138,0.0,0.0,0.0
paper_based_unet_features-n8-4-n16-2-pool-max-up-upsample-skip1-add-cat,test_0.csv,5660,"[4, 8, 8, 8, 8, 16, 16]",6,32.0,1,1,0.001192735414356455,0.00028076480328086383,0.00016336244704595222,1.0,0.9999907316164722,1.0,0.9999907288370253,1.0,1.0,0.9963080168776371,1.0,1.0
paper_based_unet_features-n8-4-n16-2-pool-max-up-upsample-skip0,test_0.csv,4076,"[4, 8, 8, 8, 8, 16, 16]",6,32.0,0,1,0.13917915317139545,0.13478820299615665,0.1395388594989119,0.7511185316159501,0.7523314788777173,0.7471247709898041,0.806942452861287,0.8164261798469388,0.8081475619612069,0.0,0.0,0.0
paper_based_unet_features-n8-4-n16-1-pool-max-up-upsample-skip1-add-cat,test_0.csv,3260,"[4, 8, 8, 8, 8, 16]",5,64.0,1,1,0.000695648204736578,0.0001050916843992962,8.557834503178662e-05,1.0,0.999991757189977,1.0,0.9999917589662447,1.0,1.0,0.9963080168776371,1.0,1.0
paper_based_unet_features-n8-4-n16-1-pool-max-up-upsample-skip0,test_0.csv,2444,"[4, 8, 8, 8, 8, 16]",5,64.0,0,1,0.1423461554328349,0.13559148627884535,0.141745132618937,0.7505547102942286,0.7370015408814565,0.7361048914409752,0.8028847738660337,0.8160375478316326,0.8057229929956896,0.0,0.0,0.0
paper_based_unet_features-n8-4-n16-0-pool-max-up-upsample-skip1-add-cat,test_0.csv,2228,"[4, 8, 8, 8, 8]",4,64.0,1,1,0.0006811328227898226,8.251791512854968e-05,7.795062284175998e-05,1.0,0.9999958775993032,1.0,0.9999958794831224,1.0,1.0,0.9978902953586498,1.0,1.0
paper_based_unet_features-n8-4-n16-0-pool-max-up-upsample-skip0,test_0.csv,1604,"[4, 8, 8, 8, 8]",4,64.0,0,1,0.1384273453100824,0.13393697218627346,0.14072030371633068,0.7622237253411275,0.7554941880398351,0.7464644581710547,0.8064253279931435,0.8132274394132653,0.8008317618534483,0.0,0.0,0.0
paper_based_unet_features-n8-3-n16-3-pool-max-up-upsample-skip1-add-cat,test_0.csv,7436,"[4, 8, 8, 8, 16, 16, 16]",6,32.0,1,1,0.0014806379293821523,0.00028154559015315406,0.00027007054876744877,0.9999701269550475,0.9994823007151371,0.9999915774352389,0.9994828751318565,0.9999701052295918,0.9999915813577587,0.7447257383966245,0.9846938775510204,0.9956896551724138
paper_based_unet_features-n8-3-n16-3-pool-max-up-upsample-skip0,test_0.csv,5276,"[4, 8, 8, 8, 16, 16, 16]",6,32.0,0,1,0.14236321756105383,0.135877184417783,0.1422696473269627,0.7497712167201991,0.7372030653930871,0.7345540393825554,0.802047278810654,0.8133270886479592,0.8051673626077587,0.0,0.0,0.0
