epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2667,0.0657,0.3366,0.3731,0.0494
1,0.3907,0.0368,0.3856,0.4252,0.0428
2,0.4360,0.0326,0.4333,0.4441,0.0447
3,0.4725,0.0313,0.4806,0.5173,0.0349
4,0.5073,0.0272,0.4954,0.5514,0.0326
