epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4350,0.0265,0.4338,0.4362,0.0356
1,0.4922,0.0223,0.5158,0.5231,0.0304
2,0.5313,0.0198,0.5393,0.5669,0.0263
3,0.5891,0.0162,0.4076,0.5728,0.0254
4,0.6159,0.0149,0.5606,0.6259,0.0204
