"run_uuid","name","best_epoch","arc_filters","arc_rank","arc_kernel","arc_stride_1","arc_stride_2","arc_num_conv1","arc_num_conv2","arc_skip_conn","hyp_lr","hyp_output_th","hyp_scheduler","best_epoch","train_loss","train_Accuracy","train_Accuracy_seq","train_F1","valid_loss","valid_Accuracy","valid_Accuracy_seq","valid_F1","test_loss","test_Accuracy","test_Accuracy_seq","test_F1"
a744ed2ddfd94dedb2e69f87a3d373d1,UNet-no-skips-num_convs-1-1,13,"4","8","3","2","2","1","1",0,"0.001","0.5",none,13,0.002190620788738509,0.9999392223760548,0.9789029535864979,0.9999391675866852,0.0005974327926809,0.9998903858418368,0.9693877551020408,0.9998902920090714,0.0005311307934884,1.0,1.0,1.0
"79bbd871db2b4a1d999a243622eb6758",UNet-no-skips-num_convs-1-2,17,"4","8","3","2","2","1","2",0,"0.001","0.5",none,17,0.0045125045794463135,0.9995724963739452,0.9061181434599156,0.9995716805911038,0.0022286081125921743,0.9994818239795918,0.9030612244897959,0.9994807572533781,0.002037309204501196,0.9998821390086207,0.9525862068965517,0.9998820627968935
"9faa38f87cb640f28d12e383737e6f30",UNet-no-skips-num_convs-2-1,19,"4","16","3","2","2","2","1",0,"0.001","0.5",none,19,0.004616013421570953,0.9997208349815401,0.9156118143459916,0.9997203216089059,0.0014181231476404533,0.9999003507653061,0.9693877551020408,0.9999002659597459,0.0013537309072301563,1.0,1.0,1.0
"72931feba80a4b3b8ec0ff0975f40b22",UNet-no-skips-num_convs-2-2,19,"4","16","3","2","2","2","2",0,"0.001","0.5",none,19,0.006488755773674335,0.9996693285205697,0.9140295358649789,0.9996689315763867,0.0025377059236587006,0.9996213329081632,0.9132653061224489,0.9996207201003632,0.0023603396598602935,0.9999831627155172,0.9913793103448276,0.9999831565195831
abe54430e3ab435ca15be66355b9f28e,UNet-no-skips-num_convs-3-1,18,"4","32","3","2","2","3","1",0,"0.001","0.5",none,18,0.007856084199382565,0.9997125939477848,0.9345991561181435,0.9997121764657628,0.0033549499384374643,0.999641262755102,0.9285714285714286,0.9996406238447705,0.0032503618979184278,0.9999494881465517,0.9741379310344828,0.9999494657336109
"024f012af74a42eb85e1feeaec4dea4c",UNet-no-skips-num_convs-3-2,19,"4","32","3","2","2","3","2",0,"0.001","0.5",none,19,0.021716049025503267,0.994072636471519,0.2231012658227848,0.9940423336094444,0.0242626641173752,0.9905432876275511,0.15816326530612246,0.9904725925578808,0.022642003211738735,0.9921790813577587,0.12931034482758622,0.9921427740668345
"35ff85fb8dd544438fb5413967afc22c",UNet-num_convs-1-1,19,"4","8","3","2","2","1","1",1,"0.001","0.5",none,19,0.0001069900994066,0.9999958794831224,0.9978902953586498,0.9999958779102944,0.0001086528034796,1.0,1.0,1.0,0.0001238154449123,1.0,1.0,1.0
"11e774529c574646812fdb45e7f7cc9e",UNet-num_convs-1-2,19,"4","8","3","2","2","1","2",1,"0.001","0.5",none,19,0.0001362836108855,1.0,1.0,1.0,0.0001237496904576,1.0,1.0,1.0,0.000135679615251,1.0,1.0,1.0
dbe2392b4689468089e432e7619ee9dc,UNet-num_convs-2-1,19,"4","16","3","2","2","2","1",1,"0.001","0.5",none,19,0.0001757265987633,0.9999835179324894,0.9936708860759493,0.9999835079811733,0.0001581118304617,1.0,1.0,1.0,0.0001548258207612,1.0,1.0,1.0
c687d6305f5c4d978b4d3847da204260,UNet-num_convs-2-2,18,"4","16","3","2","2","2","2",1,"0.001","0.5",none,18,0.0001767514460519,0.9999855781909283,0.9936708860759493,0.9999855722943274,0.0001687278697262,1.0,1.0,1.0,0.0001747092727124,1.0,1.0,1.0
"3971e6be283c4545bcb0543676ff6ccd",UNet-num_convs-3-1,19,"4","32","3","2","2","3","1",1,"0.001","0.5",none,19,0.0003005914144915,0.9999670358649789,0.9920886075949367,0.9999670008774416,0.0003074328343821,0.9999402104591837,0.9744897959183674,0.9999401727857863,0.0002505366463648,1.0,1.0,1.0
b04eb8d2839b42e5b7caef492b97e364,UNet-num_convs-3-2,19,"4","32","3","2","2","3","2",1,"0.001","0.5",none,19,0.0002506498822032,0.99998248780327,0.9957805907172996,0.9999824697037175,0.0002482187998367,0.9999900350765306,0.9948979591836735,0.9999900300413246,0.0002214824868635,1.0,1.0,1.0
