train_loss,train_f1,val_loss,val_f1
0.07743063046023099,0.20144375758867214,0.035281620662787866,0.33718774473538915
0.03194779945029454,0.5507928439468783,0.024948747106024932,0.4650556284910442
0.02458320954118413,0.6492503000477086,0.022330187228990012,0.5296105215485238
0.020013607434006504,0.6981923900223028,0.021484967650331813,0.5673562254222386
0.018738336755301465,0.7240774202785081,0.020298340285582275,0.5601479679011967
0.01657285160065224,0.7469400199130256,0.02052535620871289,0.5430738699904499
0.01562786900739402,0.7645694453019257,0.019695432953022677,0.586452136149547
0.014874812683579748,0.7763096446755571,0.020113996992786896,0.5773108343320442
0.013350171380384702,0.7915796883416385,0.020068955222337412,0.6043379028088578
0.01269128566109246,0.8010145542079419,0.02044180128723383,0.6063645444112296
0.011722909699363465,0.8137141887427642,0.02030990533691285,0.5932028346971543
0.011376658767330074,0.8199464573290017,0.019787631519459958,0.5972974586580586
0.010590492561929907,0.8338617483838081,0.021029347738508005,0.6270975780508895
0.009596869828075998,0.8433216723212646,0.021293664864938836,0.6151067285096514
0.009255312162103376,0.8519796462764359,0.021504514666017275,0.6060799100200758
