run_name,exp,run,arc_features,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
mlp_f64_64_64,SimpleMLP_srp,mlp_f64_64_64,"[64, 64, 64]",49472,0.05110207928911499,0.05315296103556951,0.22905344888567924,0.9336112803904415,0.9358616733647568,0.5605930143792425,0.9278715063613242,0.9252358017125717,0.5428037552825763,0.05262332782149315,0.051517210279901825,0.0
mlp_f32_64_64,SimpleMLP_srp,mlp_f32_64_64,"[32, 64, 64]",31008,0.05652435318283413,0.06188886674741904,0.26484354957938194,0.9215207307212377,0.9265530817323444,0.5452788571599465,0.9166502150620428,0.9109026079239211,0.5307618861247833,0.004076086956521739,0.005208333333333333,0.0
mlp_f32_32_64,SimpleMLP_srp,mlp_f32_32_64,"[32, 32, 64]",27904,0.050980742048958076,0.056586643060048424,0.2616082988679409,0.9312230706499195,0.9377294725688288,0.5358288707884934,0.9295681653428585,0.9222615468827717,0.522267388536595,0.0,0.0,0.0
mlp_f32_32_32,SimpleMLP_srp,mlp_f32_32_32,"[32, 32, 32]",22752,0.054062933863505074,0.05978289991617203,0.2552301809191704,0.935176261999282,0.9395470339226415,0.5172174847589468,0.9316557447693113,0.926399596792627,0.5342931492048316,0.01865593651714532,0.019248188473284245,0.0
mlp_f16_64_64,SimpleMLP_srp,mlp_f16_64_64,"[16, 64, 64]",21776,0.05959335244868113,0.06285562800864379,0.2605622597038746,0.9266850917891754,0.9310505636659352,0.5484344484733319,0.9220390161602039,0.9169394011156244,0.5293639334903716,0.0,0.0026041666666666665,0.0
mlp_f16_32_64,SimpleMLP_srp,mlp_f16_32_64,"[16, 32, 64]",19184,0.06960973046396089,0.07153756481905778,0.28847602754831314,0.9066935065160489,0.9099910461816315,0.5446732737749849,0.8979314639633861,0.8938089537937718,0.507731242283765,0.0,0.0,0.0
mlp_f16_32_32,SimpleMLP_srp,mlp_f16_32_32,"[16, 32, 32]",14032,0.04482601939336113,0.05196194599072138,0.2711840905249119,0.9335156838696617,0.9422185057317422,0.5320720869066564,0.9347158725328351,0.9247502496197382,0.5200099583124196,0.0,0.0,0.0
mlp_f16_16_64,SimpleMLP_srp,mlp_f16_16_64,"[16, 16, 64]",17888,0.05565853676070338,0.05968904619415601,0.3126224987208843,0.9206796977118509,0.9245760754665389,0.539145588912673,0.9144453003542808,0.9099138294070204,0.5174772959516378,0.0,0.0,0.0
mlp_f16_16_32,SimpleMLP_srp,mlp_f16_16_32,"[16, 16, 32]",13248,0.0538430733849173,0.05482025444507599,0.24960683844983578,0.9286973304843991,0.9300725177359846,0.5463784970169756,0.9211475183886999,0.9193008084028408,0.5374848759135802,0.0006793478260869565,0.0,0.0
mlp_f16_16_16,SimpleMLP_srp,mlp_f16_16_16,"[16, 16, 16]",10928,0.03985570031015769,0.046449427803357445,0.2676115557551384,0.9431190729071294,0.9500605148123284,0.5819613495968049,0.9435500453007867,0.9354484426913597,0.5443310718334295,0.0,0.0,0.0
