epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.9406,0.0023,0.9082,0.9198,0.0101
1,0.9533,0.0017,0.9132,0.9288,0.0100
2,0.9585,0.0015,0.9109,0.9302,0.0089
3,0.9620,0.0014,0.9169,0.9285,0.0105
4,0.9621,0.0014,0.9237,0.9338,0.0096
5,0.9661,0.0013,0.9177,0.9241,0.0132
6,0.9638,0.0014,0.9125,0.9319,0.0092
7,0.9791,0.0008,0.8892,0.9243,0.0085
8,0.9748,0.0010,0.9242,0.9356,0.0105
9,0.9788,0.0008,0.8529,0.9096,0.0084
