epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.6322,0.0196,0.5432,0.6895,0.0210
1,0.6934,0.0154,0.7564,0.7810,0.0185
2,0.7488,0.0115,0.7478,0.7834,0.0185
3,0.7887,0.0090,0.5828,0.7512,0.0168
4,0.8272,0.0069,0.7845,0.8291,0.0140
