epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2817,0.0579,0.3874,0.4089,0.0467
1,0.4084,0.0340,0.3763,0.4629,0.0407
2,0.4459,0.0301,0.4469,0.4537,0.0468
3,0.4812,0.0275,0.5094,0.5259,0.0371
4,0.5145,0.0251,0.4137,0.5473,0.0315
