epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4117,0.0273,0.3523,0.3522,0.0419
1,0.4393,0.0253,0.4383,0.4558,0.0321
2,0.4754,0.0228,0.4223,0.4713,0.0305
3,0.5012,0.0207,0.4536,0.5102,0.0287
4,0.5326,0.0189,0.4935,0.5021,0.0341
5,0.5696,0.0163,0.4305,0.4310,0.0485
6,0.5874,0.0156,0.4693,0.5263,0.0297
7,0.6474,0.0120,0.5159,0.5340,0.0345
