epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.9339,0.0013,0.6365,0.6405,0.0713
1,0.9553,0.0008,0.6575,0.6904,0.0409
2,0.9387,0.0012,0.6390,0.6618,0.0463
3,0.9024,0.0022,0.6255,0.6772,0.0376
4,0.9452,0.0011,0.6607,0.6908,0.0419
