"run_uuid","name","step","train_loss","train_Accuracy","train_F1","valid_loss","valid_Accuracy","valid_Accuracy_seq","valid_F1"
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,0,0.13285342934010905,0.8304067362209916,0.7865166947841294,0.08227866393875102,0.8967833227040817,0.0,0.8885972892662716
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,1,0.06066928011707113,0.9346846568433544,0.9314114099952772,0.03971289368156267,0.9628507653061225,0.0,0.9619261952947349
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,2,0.032644756755276824,0.9741427264636076,0.9737245465730031,0.021315505519053157,0.9863779496173469,0.0,0.9862237212280767
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,3,0.01943365991594985,0.988570716310654,0.988460392417263,0.01375553836779935,0.9921277104591837,0.01020408163265306,0.9920642701184701
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,4,0.010739781248347856,0.996048424314346,0.9960202676279449,0.005464646119472324,0.9988739636479592,0.6938775510204082,0.9988726938451827
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,5,0.006276451933437384,0.9994457904799579,0.9994452719455694,0.004121008951559054,0.9998903858418368,0.9438775510204082,0.9998903379604703
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,6,0.005279347720508806,0.9996054605089663,0.9996051791702134,0.0034902962209770873,0.999870455994898,0.9693877551020408,0.999870445673763
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,7,0.004582432006340364,0.9997084734309072,0.9997083191976465,0.003087473985720046,0.9999302455357143,0.9642857142857143,0.9999302206959001
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,8,0.003953650950371653,0.9997980946729957,0.9997980206416583,0.002710738157549379,0.9999402104591837,0.9846938775510204,0.999940200564272
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,9,0.003904358661666764,0.9998176671281646,0.9998176532517361,0.002557178738298921,0.9999003507653061,0.9795918367346939,0.9999003408703944
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,10,0.003666484459767016,0.9998320889372363,0.9998320586177375,0.0026302688080361305,0.9999402104591837,0.9846938775510204,0.9999402118835868
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,11,0.00331418200804683,0.9998732941060127,0.9998732907718474,0.002264348649876002,0.9999501753826531,0.9846938775510204,0.9999501788509093
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,12,0.0032216802864229377,0.9998650530722574,0.9998650570283673,0.002164316608342437,0.9999501753826531,0.9846938775510204,0.9999501788509093
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,13,0.002983009658325542,0.9998980172072784,0.9998980073373662,0.0023284273754273143,0.9999900350765306,0.9948979591836735,0.9999900305759432
"055fc7a3742f4bdba361a39ae63587a2",UNet-v3-avg-pooling-num_convs-1-1-ld-32,14,0.002866205293685198,0.9999031678533755,0.999903164818441,0.002278243619188362,0.9999302455357143,0.9795918367346939,0.9999302684150521
