"run_uuid","name","best_epoch","arc_filters","arc_rank","arc_kernel","arc_stride_1","arc_stride_2","arc_num_conv1","arc_num_conv2","arc_latent_dim","arc_skip_conn","hyp_lr","hyp_output_th","hyp_scheduler","best_epoch","train_loss","train_Accuracy","train_Accuracy_seq","train_F1","valid_loss","valid_Accuracy","valid_Accuracy_seq","valid_F1","test_loss","test_Accuracy","test_Accuracy_seq","test_F1"
d15cc1174c6640e99c3423fa0eb4dc32,UNet-v3-avg-pooling-no-skips-num_convs-1-1-ld-16,19,"8","16","3","1","1","1","1","16",0,"0.001","0.5",none,19,0.11924518511202264,0.8408367945675106,0.0,0.8137629755502582,0.13014473994167483,0.8275171396683674,0.0,0.7870508454703947,0.13027404056027017,0.8223834859913793,0.0,0.7858073597550839
dfbbb64911d7473d8cac66316e930f49,UNet-v3-avg-pooling-no-skips-num_convs-1-1-ld-32,18,"8","16","3","1","1","1","1","32",0,"0.001","0.5",none,18,0.11668691249713616,0.8456907634493671,0.0,0.8221087921349344,0.12816018732834836,0.8286930006377551,0.0,0.793799448171817,0.12883831843219953,0.8283775592672413,0.0,0.79783133797876
"28df9ce453c64d9aa8caaef01d3ba144",UNet-v3-avg-pooling-no-skips-num_convs-1-1-ld-4,12,"8","16","3","1","1","1","1","4",0,"0.001","0.5",none,12,0.13665639530505813,0.8140369527953587,0.0,0.7633246273739559,0.13798407784530095,0.8152602838010204,0.0,0.7595209615849877,0.13689790717486677,0.8120285560344828,0.0,0.7639061619184975
f382c3d41dc3439b86bbce27a5bbb055,UNet-v3-avg-pooling-no-skips-num_convs-1-1-ld-64,18,"8","16","3","1","1","1","1","64",0,"0.001","0.5",none,18,0.10975886584271359,0.856502999736287,0.0,0.8356793069428788,0.12676962039300374,0.8316426179846939,0.0,0.8000176505699016,0.1273882581756033,0.8314672009698276,0.0,0.8021455922454885
db4d964127804251a10e487fd1de03da,UNet-v3-avg-pooling-no-skips-num_convs-1-1-ld-8,16,"8","16","3","1","1","1","1","8",0,"0.001","0.5",none,16,0.13155530154202055,0.8213045144382911,0.0,0.7799760885909497,0.13433184900454112,0.8182796556122449,0.0,0.7667617396156713,0.13330812649480228,0.8174585802801724,0.0,0.7726656492675946
c51b0bca55634bc399de5f1a4bf15b3f,UNet-v3-avg-pooling-no-skips-num_convs-1-2-ld-16,16,"8","32","3","1","1","1","2","16",0,"0.001","0.5",none,16,0.12526108918687964,0.8318612786787974,0.0,0.7965488078313869,0.1331665813922882,0.8200733418367347,0.0,0.7709485103823046,0.13305444231834904,0.8194706357758621,0.0,0.7766879703489681
"4caedc1abfb346f2a602ac86aea1c982",UNet-v3-avg-pooling-no-skips-num_convs-1-2-ld-32,19,"8","32","3","1","1","1","2","32",0,"0.001","0.5",none,19,0.11982699046658062,0.8413178649129747,0.0,0.8162057359473938,0.13104857443546764,0.8233916613520408,0.0,0.7835925380849058,0.1320505116520257,0.8223413927801724,0.0,0.7880311843775452
"375257ce594344f6ac9c34f46a50e2f3",UNet-v3-avg-pooling-no-skips-num_convs-1-2-ld-4,17,"8","32","3","1","1","1","2","4",0,"0.001","0.5",none,17,0.1284376118284992,0.8252447587025317,0.0,0.7870966637622834,0.13323467741815412,0.8222158003826531,0.0,0.7705305838110049,0.1331897438343229,0.8197063577586207,0.0,0.7728226344422287
bdc43c2449574c6c96a626df35ed571f,UNet-v3-avg-pooling-no-skips-num_convs-1-2-ld-64,13,"8","32","3","1","1","1","2","64",0,"0.001","0.5",none,13,0.11550596218068891,0.8464056731276371,0.0,0.8234197019116387,0.12667564834867204,0.8303571428571429,0.0,0.7951515321712314,0.12843070603136358,0.8267022494612069,0.0,0.7933424765032473
"79ecf56620de40c3a2bd3064fd427756",UNet-v3-avg-pooling-no-skips-num_convs-1-2-ld-8,17,"8","32","3","1","1","1","2","8",0,"0.001","0.5",none,17,0.12686941901591256,0.8293271607990507,0.0,0.7928709041819946,0.13176158541927532,0.8230428890306123,0.0,0.7705241336951686,0.13330546907823662,0.8230485587284483,0.0,0.778459397038041
"8ffb4e3f039f47afa9edb195d2871de4",UNet-v3-avg-pooling-no-skips-num_convs-1-3-ld-16,19,"8","64","3","1","1","1","3","16",0,"0.001","0.5",none,19,0.11663140153771714,0.8483948526503164,0.0,0.8222756483597757,0.13062439630834424,0.8255141900510204,0.0,0.7790493329030505,0.13042974716116643,0.826904296875,0.0,0.7906210413798006
"4e20276552354e8687f75b54bd3a4269",UNet-v3-avg-pooling-no-skips-num_convs-1-3-ld-32,15,"8","64","3","1","1","1","3","32",0,"0.001","0.5",none,15,0.11433924115282573,0.8503201641613924,0.0,0.8271886720564718,0.1275027695359016,0.8296795280612245,0.0,0.789564111898137,0.12579050531675076,0.8331677667025862,0.0,0.8027622255820873
"91ce759b77784e2eb7107b08cde1d753",UNet-v3-avg-pooling-no-skips-num_convs-1-3-ld-4,11,"8","64","3","1","1","1","3","4",0,"0.001","0.5",none,11,0.1524811062160172,0.7969594705959916,0.0,0.7125201301501193,0.14465632700190253,0.8118722098214286,0.0,0.731340979543622,0.15002090638053828,0.8023892106681034,0.0,0.7182161921037182
