epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4968,0.0266,0.5462,0.5821,0.0306
1,0.5319,0.0240,0.4809,0.5738,0.0287
2,0.5704,0.0208,0.5680,0.5796,0.0409
3,0.6078,0.0181,0.5880,0.6422,0.0269
