epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4436,0.0295,0.4208,0.4276,0.0458
1,0.4755,0.0266,0.4997,0.5323,0.0309
2,0.5109,0.0234,0.4537,0.5246,0.0350
3,0.5491,0.0206,0.5227,0.5497,0.0373
4,0.5810,0.0182,0.5273,0.5711,0.0301
5,0.6178,0.0158,0.5514,0.5696,0.0387
6,0.6608,0.0133,0.4881,0.5878,0.0276
7,0.7132,0.0104,0.4996,0.5909,0.0278
