epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2518,0.0583,0.3108,0.3587,0.0428
1,0.3658,0.0323,0.3714,0.4106,0.0371
2,0.4115,0.0289,0.4191,0.4489,0.0359
3,0.4329,0.0286,0.4527,0.4779,0.0342
4,0.4710,0.0246,0.4459,0.5022,0.0309
