train_loss,train_f1,val_loss,val_f1
0.10893874062225223,0.02150209517838743,0.1292117359203713,0.11098135182910994
0.04521032551303506,0.24708398556324115,0.07808871035728128,0.49937160910222966
0.03174450572580099,0.4015080974101639,0.06107699700465826,0.6229212815717254
0.0259766017831862,0.4779389540514174,0.05343646100052049,0.668565596709299
0.022825766312889753,0.5227887473502488,0.048150853065315434,0.7050533068835915
0.020309868226759134,0.5576669088352795,0.044721543852738875,0.723146220414245
0.018930978127755224,0.5804173849976508,0.04565431022105559,0.7331628402676784
0.017618731432594358,0.6080835989079896,0.04522470843244193,0.7321284814640584
0.01633246066980064,0.6254734334078711,0.04111578595183349,0.7510600147342912
0.01512250509345904,0.6480407774136461,0.04338988245717276,0.740917703667712
0.01421347379218787,0.6635213024331474,0.04159434786141847,0.7542103691170043
0.01335925312479958,0.679552331505943,0.04634213835766939,0.7386094451357388
0.012968275912571698,0.691212990659487,0.04476030115212235,0.7495047151985136
0.01200900417752564,0.703342762859997,0.044084821760979394,0.7515708261834115
0.011292421193793416,0.7216740449468014,0.04852862119372946,0.736564663991578
