epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4191,0.0307,0.1295,0.1255,0.1221
1,0.4497,0.0278,0.4630,0.4876,0.0350
2,0.4851,0.0259,0.4196,0.5066,0.0323
3,0.5152,0.0233,0.4992,0.5427,0.0308
4,0.5520,0.0206,0.3752,0.5015,0.0338
